"CountryCode","CountryName","RequestYear","HeadCount","ReqYearPopulation"
"GMB","Gambia, The",2011,0.0520921,1.746363
"GEO","Georgia",2011,0.02788476,3.875
"DEU","Germany",2011,0,80.274983
"GHA","Ghana",2011,0.03300996,25.121796
"GRC","Greece",2011,0.007480881,11.104899
"GTM","Guatemala",2011,0.02173961,14.948919
"GIN","Guinea",2011,0.1080706,11.03517
"GNB","Guinea-Bissau",2011,0.3024659,1.596154
"GUY","Guyana",2011,0.02163817,0.7491
"HTI","Haiti",2011,0.3236497,10.145054
"HND","Honduras",2011,0.06981545,8.3516
"HUN","Hungary",2011,0,9.971727
"ISL","Iceland",2011,0,0.319014
"IND","India",2011,0.01024833,1247.236029
"IND","India",2011,0.0124112,857.150489
"IND","India",2011,0.005495779,390.08554
"IDN","Indonesia",2011,0.003079401,245.707511
"IDN","Indonesia",2011,0.004194672,121.391796
"IDN","Indonesia",2011,0.00199036,124.315715
"IRN","Iran, Islamic Republic of",2011,0.0008230484,75.491582
"IRQ","Iraq",2011,0.0002459951,31.727053
"IRL","Ireland",2011,0.00471958,4.580084
"ISR","Israel",2011,0.002027315,7.7658
"ITA","Italy",2011,0.009820395,59.379449
"JAM","Jamaica",2011,0.001947348,2.829493
"JPN","Japan",2011,0.00220788,127.833
"JOR","Jordan",2011,0.0001428059,7.574943
"KAZ","Kazakhstan",2011,0,16.557201
"KEN","Kenya",2011,0.1124853,42.486839
"KIR","Kiribati",2011,0.02586664,0.104656
"KOR","Korea, Republic of",2011,0.001220323,49.936638
"XKX","Kosovo",2011,0,1.791
"KGZ","Kyrgyz Republic",2011,0.0005577757,5.5146
"LAO","Lao People's Democratic Republic",2011,0.02169476,6.333487
"LVA","Latvia",2011,0.004792893,2.059709
"LBN","Lebanon",2011,0,4.588368
"LSO","Lesotho",2011,0.3385967,2.064166
"LBR","Liberia",2011,0.1466061,4.070167
"LTU","Lithuania",2011,0.004946806,3.028115
"LUX","Luxembourg",2011,0,0.518347
"MKD","Macedonia, former Yugoslav Republic of",2011,0.04167148,2.072383
"MDG","Madagascar",2011,0.4470793,21.743949
"MWI","Malawi",2011,0.3666902,15.627618
"MYS","Malaysia",2011,1.071276e-05,28.635128
"MDV","Maldives",2011,0.001629082,0.375131
"MLI","Mali",2011,0.1035417,15.540989
"MLT","Malta",2011,0.002369812,0.416268
"MRT","Mauritania",2011,0.01235407,3.717672
"MUS","Mauritius",2011,0.0001555805,1.252404
"MEX","Mexico",2011,0.005110623,119.090017
"FSM","Micronesia, Federated States of",2011,0.03262499,0.103468
"MDA","Moldova",2011,0,3.559986
"MNG","Mongolia",2011,0,2.761516
"MNE","Montenegro",2011,0,0.620079
"MAR","Morocco",2011,0.0005057741,32.858823
"MOZ","Mozambique",2011,0.323677,24.939005
"MMR","Myanmar",2011,0.01971747,50.553031
"NAM","Namibia",2011,0.04123714,2.215621
"NPL","Nepal",2011,0.01125303,27.327147
"NLD","Netherlands",2011,0,16.693074
"NIC","Nicaragua",2011,0.008178886,5.80782
"NER","Niger",2011,0.0734882,17.064636
"NGA","Nigeria",2011,0.2061955,162.877076
"NOR","Norway",2011,0,4.953088
"PAK","Pakistan",2011,0.0007180726,174.184265
"PAN","Panama",2011,0.005378036,3.707782
"PNG","Papua New Guinea",2011,0.1425712,7.269348
"PRY","Paraguay",2011,0.01303851,6.293783
"PER","Peru",2011,0.007962854,29.759989
"PHL","Philippines",2011,0.007556437,95.27794
"POL","Poland",2011,0,38.063255
"PRT","Portugal",2011,0.002341118,10.55756
"ROU","Romania",2011,0,20.147528
"RUS","Russian Federation",2011,3.934229e-05,142.960868
"RWA","Rwanda",2011,0.2402082,10.516071
"WSM","Samoa",2011,0.0002248424,0.187665
"STP","Sao Tome and Principe",2011,0.03924501,0.1788
"SEN","Senegal",2011,0.09561617,13.30091
"SRB","Serbia",2011,0,7.234099
"SYC","Seychelles",2011,0.003793199,0.087441
"SLE","Sierra Leone",2011,0.1122119,6.611692
"SVK","Slovak Republic",2011,0.002402449,5.398384
"SVN","Slovenia",2011,0,2.052843
"SLB","Solomon Islands",2011,0.06219271,0.539614
"ZAF","South Africa",2011,0.03578514,52.263516
"SSD","South Sudan",2011,0.215012,10.448857
"ESP","Spain",2011,0.009948536,46.742697
"LKA","Sri Lanka",2011,0.0003461423,20.315017
"LCA","St. Lucia",2011,0.02440083,0.173832
"SDN","Sudan",2011,0.02058205,35.167314
"SUR","Suriname",2011,0.1423445,0.531589
"SWE","Sweden",2011,0.004944699,9.449213
"CHE","Switzerland",2011,0,7.912398
"SYR","Syrian Arab Republic",2011,0.0001396749,20.863993
"TJK","Tajikistan",2011,0.003454997,7.815949
"TZA","Tanzania",2011,0.1186982,47.570902
"THA","Thailand",2011,0,67.53013
"TLS","Timor-Leste",2011,0.04002723,1.131523
"TGO","Togo",2011,0.2494497,6.679282
"TON","Tonga",2011,0.0009148259,0.104577
"TTO","Trinidad and Tobago",2011,0.0009139102,1.334788
"TUN","Tunisia",2011,0.001062666,10.761467
"TUR","Turkey",2011,0,73.409455
"TKM","Turkmenistan",2011,0.003713574,5.174061
"TUV","Tuvalu",2011,0,0.010628
"UGA","Uganda",2011,0.08689126,35.093648
"UKR","Ukraine",2011,0,45.7061
"GBR","United Kingdom",2011,0.002459326,63.258918
"USA","United States",2011,0.009967601,311.64428
"URY","Uruguay",2011,0.0002692465,3.385624
"UZB","Uzbekistan",2011,0.05084803,29.3394
"VUT","Vanuatu",2011,0.01611061,0.241871
"VEN","Venezuela, Republica Bolivariana de",2011,0.06574806,29.463291
"VNM","Vietnam",2011,0.002243774,89.436644
"PSE","West Bank and Gaza",2011,0,3.927051
"YEM","Yemen, Republic of",2011,0.0154231,24.252206
"ZMB","Zambia",2011,0.3564669,14.264756
"ZWE","Zimbabwe",2011,0.01585636,14.386649
"ALB","Albania",2010,0.0006595896,2.913021
"DZA","Algeria",2010,0.001171895,36.117637
"AGO","Angola",2010,0.07588861,23.369131
"ARG","Argentina",2010,0.00268985,37.451491
"ARM","Armenia",2010,0.0007563548,2.877311
"AUS","Australia",2010,0.002470975,22.03175
"AUT","Austria",2010,0.004952629,8.363404
"AZE","Azerbaijan",2010,0,9.054332
"BGD","Bangladesh",2010,0.005254597,152.149102
"BLR","Belarus",2010,0,9.490583
"BEL","Belgium",2010,0,10.895586
"BLZ","Belize",2010,0.05705812,0.321608
"BEN","Benin",2010,0.154581,9.199259
"BTN","Bhutan",2010,0.001793636,0.727641
"BOL","Bolivia",2010,0.04242641,9.918242
"BIH","Bosnia and Herzegovina",2010,2.115614e-05,3.722084
"BWA","Botswana",2010,0.04063741,2.014866
"BRA","Brazil",2010,0.01909607,196.796269
"BGR","Bulgaria",2010,0.004816273,7.395599
"BFA","Burkina Faso",2010,0.1445778,15.605217
"BDI","Burundi",2010,0.3329675,8.76693
"CPV","Cabo Verde",2010,0.00919232,0.502384
"CMR","Cameroon",2010,0.06978347,19.970495
"CAN","Canada",2010,0,34.005274
"CAF","Central African Republic",2010,0.3589092,4.448525
"TCD","Chad",2010,0.1378501,11.887202
"CHL","Chile",2010,0.009364968,16.993354
"CHN","China",2010,0.008724286,1337.705
"CHN","China",2010,0.01582047,679.206337
"CHN","China",2010,0.001404951,658.498663
"COL","Colombia",2010,0.02477132,45.918097
"COM","Comoros",2010,0.04416214,0.689692
"COD","Congo, Democratic Republic of",2010,0.596442,64.523263
"COG","Congo, Republic of",2010,0.1457928,4.386693
"CRI","Costa Rica",2010,0.006997574,4.54528
"CIV","Cote d'Ivoire",2010,0.09475768,20.401331
"HRV","Croatia",2010,0,4.417781
"CYP","Cyprus",2010,0,1.112607
"CZE","Czech Republic",2010,0,10.47441
"DNK","Denmark",2010,0,5.547683
"DJI","Djibouti",2010,0.07239694,0.851146
"DOM","Dominican Republic",2010,0.002930891,9.897985
"ECU","Ecuador",2010,0.01554174,14.93469
"EGY","Egypt, Arab Republic of",2010,0.001067994,84.107606
"SLV","El Salvador",2010,0.007138047,6.164626
"EST","Estonia",2010,0.004837823,1.331475
"SWZ","Eswatini",2010,0.1536859,1.202843
"ETH","Ethiopia",2010,0.05796824,87.70267
"FJI","Fiji",2010,0.0004786386,0.85995
"FIN","Finland",2010,0,5.363352
"FRA","France",2010,0,65.027507
"GAB","Gabon",2010,0.008814698,1.64021
"GMB","Gambia, The",2010,0.05113457,1.692149
"GEO","Georgia",2010,0.02643716,3.926
"DEU","Germany",2010,0,81.77693
"GHA","Ghana",2010,0.04509682,24.512104
"GRC","Greece",2010,0.007301044,11.121341
"GTM","Guatemala",2010,0.02314089,14.630417
"GIN","Guinea",2010,0.1655896,10.79417
"GNB","Guinea-Bissau",2010,0.3308405,1.55588
"GUY","Guyana",2010,0.0248358,0.746556
"HTI","Haiti",2010,0.3375829,9.999617
"HND","Honduras",2010,0.04591848,8.194778
"HUN","Hungary",2010,0,10.000023
"ISL","Iceland",2010,0,0.318041
"IND","India",2010,0.01777837,1230.980691
"IND","India",2010,0.02136999,850.238363
"IND","India",2010,0.009757895,380.742328
"IDN","Indonesia",2010,0.004552783,242.524123
"IDN","Indonesia",2010,0.006173314,121.470632
"IDN","Indonesia",2010,0.002926668,121.053491
"IRN","Iran, Islamic Republic of",2010,0.001397596,74.567511
"IRQ","Iraq",2010,0.0002099657,30.762701
"IRL","Ireland",2010,0.001844962,4.560155
"ISR","Israel",2010,0.002268784,7.6236
"ITA","Italy",2010,0.009984087,59.277417
"JAM","Jamaica",2010,0.001947348,2.81721
"JPN","Japan",2010,0.00220788,128.07
"JOR","Jordan",2010,0.0001387958,7.18239
"KAZ","Kazakhstan",2010,9.698839e-05,16.321872
"KEN","Kenya",2010,0.1183692,41.350152
"KIR","Kiribati",2010,0.02448548,0.102652
"KOR","Korea, Republic of",2010,0.002440646,49.554112
"XKX","Kosovo",2010,0,1.77568
"KGZ","Kyrgyz Republic",2010,0.00845428,5.4479
"LAO","Lao People's Democratic Republic",2010,0.02141341,6.246274
"LVA","Latvia",2010,0.007263944,2.097555
"LBN","Lebanon",2010,0,4.337141
"LSO","Lesotho",2010,0.3560085,2.040551
"LBR","Liberia",2010,0.1913093,3.948125
"LTU","Lithuania",2010,0.009863255,3.097282
"LUX","Luxembourg",2010,0,0.506953
"MKD","Macedonia, former Yugoslav Republic of",2010,0.06469812,2.070739
"MDG","Madagascar",2010,0.4357017,21.15164
"MWI","Malawi",2010,0.3827881,15.167095
"MYS","Malaysia",2010,0.0001049202,28.112289
"MDV","Maldives",2010,0.001629082,0.364511
"MLI","Mali",2010,0.1038393,15.075085
"MLT","Malta",2010,0.002201824,0.414508
"MRT","Mauritania",2010,0.01405682,3.609543
"MUS","Mauritius",2010,0.0002229583,1.2504
"MEX","Mexico",2010,0.00608011,117.318941
"FSM","Micronesia, Federated States of",2010,0.0309319,0.103616
"MDA","Moldova",2010,0.0003182968,3.562045
"MNG","Mongolia",2010,0.0001545761,2.71265
"MNE","Montenegro",2010,0,0.619428
"MAR","Morocco",2010,0.0005617462,32.409639
"MOZ","Mozambique",2010,0.3339091,24.221405
"MMR","Myanmar",2010,0.02198846,50.155896
"NAM","Namibia",2010,0.04428748,2.17317
"NPL","Nepal",2010,0.01181809,27.023137
"NLD","Netherlands",2010,0,16.615394
"NIC","Nicaragua",2010,0.00950948,5.737723
"NER","Niger",2010,0.117709,16.425578
"NGA","Nigeria",2010,0.2151104,158.578261
"NOR","Norway",2010,0,4.889252
"PAK","Pakistan",2010,0.0009947334,170.560182
"PAN","Panama",2010,0.00759683,3.643222
"PNG","Papua New Guinea",2010,0.1412047,7.108239
"PRY","Paraguay",2010,0.01443157,6.209877
"PER","Peru",2010,0.009106118,29.373646
"PHL","Philippines",2010,0.007065056,93.726624
"POL","Poland",2010,0,38.042794
"PRT","Portugal",2010,0,10.5731
"ROU","Romania",2010,0,20.246871
"RUS","Russian Federation",2010,8.810294e-05,142.849449
"RWA","Rwanda",2010,0.260481,10.246842
"WSM","Samoa",2010,0.000149895,0.186205
"STP","Sao Tome and Principe",2010,0.04238603,0.174776
"SEN","Senegal",2010,0.09156444,12.916229
"SRB","Serbia",2010,0,7.291436
"SYC","Seychelles",2010,0.004336862,0.08977
"SLE","Sierra Leone",2010,0.1257926,6.45872
"SVK","Slovak Republic",2010,0.002123981,5.391428
"SVN","Slovenia",2010,0,2.048583
"SLB","Solomon Islands",2010,0.08733202,0.52779
"ZAF","South Africa",2010,0.03265417,51.584663
"SSD","South Sudan",2010,0.1870109,10.067192
"ESP","Spain",2010,0.00495876,46.576897
"LKA","Sri Lanka",2010,0.0003614628,20.198353
"LCA","St. Lucia",2010,0.024368,0.17258
"SDN","Sudan",2010,0.02624551,34.385963
"SUR","Suriname",2010,0.1423445,0.526103
"SWE","Sweden",2010,0.004908429,9.378126
"CHE","Switzerland",2010,0,7.824909
"SYR","Syrian Arab Republic",2010,0.0001396749,21.018834
"TJK","Tajikistan",2010,0.003512752,7.64163
"TZA","Tanzania",2010,0.1536089,46.098591
"THA","Thailand",2010,1.398444e-05,67.208808
"TLS","Timor-Leste",2010,0.03318262,1.109591
"TGO","Togo",2010,0.2410511,6.502952
"TON","Tonga",2010,0.001143532,0.104137
"TTO","Trinidad and Tobago",2010,0.000905968,1.3281
"TUN","Tunisia",2010,0.001255292,10.639931
"TUR","Turkey",2010,0,72.326914
"TKM","Turkmenistan",2010,0.007577071,5.08721
"TUV","Tuvalu",2010,0,0.010531
"UGA","Uganda",2010,0.1053537,33.915133
"UKR","Ukraine",2010,0,45.8707
"GBR","United Kingdom",2010,0,62.766365
"USA","United States",2010,0.009971488,309.338421
"URY","Uruguay",2010,0.0004589446,3.374415
"UZB","Uzbekistan",2010,0.05769713,28.5624
"VUT","Vanuatu",2010,0.01611061,0.236295
"VEN","Venezuela, Republica Bolivariana de",2010,0.06655115,29.028033
"VNM","Vietnam",2010,0.00344162,88.472512
"PSE","West Bank and Gaza",2010,0,3.811102
"YEM","Yemen, Republic of",2010,0.006449652,23.606779
"ZMB","Zambia",2010,0.3680653,13.850033
"ZWE","Zimbabwe",2010,0.03762901,14.086317
"ALB","Albania",2008,0,2.947314
"DZA","Algeria",2008,0.001410097,34.860715
"AGO","Angola",2008,0.07332875,21.75942
"ARG","Argentina",2008,0.009791617,36.558177
"ARM","Armenia",2008,0.00109383,2.90822
"AUS","Australia",2008,0.002335753,21.2492
"AUT","Austria",2008,0.002427191,8.321496
"AZE","Azerbaijan",2008,0,8.7634
"BGD","Bangladesh",2008,0.006125047,148.805814
"BLR","Belarus",2008,0,9.527985
"BEL","Belgium",2008,0,10.709973
"BLZ","Belize",2008,0.05963428,0.306165
"BEN","Benin",2008,0.1368532,8.696916
"BTN","Bhutan",2008,0.005601741,0.70095
"BOL","Bolivia",2008,0.05592535,9.599855
"BIH","Bosnia and Herzegovina",2008,6.346841e-05,3.763599
"BWA","Botswana",2008,0.04168139,1.946351
"BRA","Brazil",2008,0.02010243,192.979029
"BGR","Bulgaria",2008,0.002415171,7.492561
"BFA","Burkina Faso",2008,0.169077,14.689726
"BDI","Burundi",2008,0.3508601,8.212264
"CPV","Cabo Verde",2008,0.008829731,0.491723
"CMR","Cameroon",2008,0.05100507,18.907008
"CAN","Canada",2008,0,33.245773
"CAF","Central African Republic",2008,0.3688447,4.345386
"TCD","Chad",2008,0.1459783,11.133861
"CHL","Chile",2008,0.01060172,16.661942
"CHN","China",2008,0.01864899,1324.655
"CHN","China",2008,0.03274863,708.17381
"CHN","China",2008,0.002452232,616.48119
"COL","Colombia",2008,0.03960989,44.901544
"COM","Comoros",2008,0.03580948,0.657229
"COD","Congo, Democratic Republic of",2008,0.6481741,60.373608
"COG","Congo, Republic of",2008,0.2000739,4.115435
"CRI","Costa Rica",2008,0.007600345,4.429508
"CIV","Cote d'Ivoire",2008,0.09665973,19.497986
"HRV","Croatia",2008,0,4.434508
"CYP","Cyprus",2008,0,1.081563
"CZE","Czech Republic",2008,0,10.384603
"DNK","Denmark",2008,0,5.493621
"DJI","Djibouti",2008,0.06398567,0.822934
"DOM","Dominican Republic",2008,0.006058358,9.63652
"ECU","Ecuador",2008,0.02740271,14.447562
"EGY","Egypt, Arab Republic of",2008,0.0006330223,80.953881
"SLV","El Salvador",2008,0.0101311,6.110301
"EST","Estonia",2008,0.002465368,1.33709
"SWZ","Eswatini",2008,0.1531864,1.158897
"ETH","Ethiopia",2008,0.04926303,83.184892
"FJI","Fiji",2008,0.0001284935,0.84334
"FIN","Finland",2008,0,5.313399
"FRA","France",2008,0,64.374989
"GAB","Gabon",2008,0.009728137,1.536411
"GMB","Gambia, The",2008,0.09176877,1.588572
"GEO","Georgia",2008,0.01979918,4.03
"DEU","Germany",2008,0,82.110097
"GHA","Ghana",2008,0.05431559,23.29864
"GRC","Greece",2008,0.002205115,11.077841
"GTM","Guatemala",2008,0.02397554,14.006366
"GIN","Guinea",2008,0.1768674,10.323142
"GNB","Guinea-Bissau",2008,0.2889773,1.480841
"GUY","Guyana",2008,0.03029698,0.746314
"HTI","Haiti",2008,0.3216643,9.705029
"HND","Honduras",2008,0.06308959,7.872658
"HUN","Hungary",2008,0,10.038188
"ISL","Iceland",2008,0,0.317414
"IND","India",2008,0.02452424,1197.146906
"IND","India",2008,0.0284022,835.057853
"IND","India",2008,0.01558081,362.089053
"IDN","Indonesia",2008,0.01014323,236.159276
"IDN","Indonesia",2008,0.01374661,122.01169
"IDN","Indonesia",2008,0.006291593,114.147586
"IRN","Iran, Islamic Republic of",2008,0.001370469,72.845542
"IRQ","Iraq",2008,0.0001161178,29.111417
"IRL","Ireland",2008,0.002007196,4.489544
"ISR","Israel",2008,0.002395976,7.3088
"ITA","Italy",2008,0.004930795,58.826731
"JAM","Jamaica",2008,0.001391102,2.790122
"JPN","Japan",2008,0.00220788,128.063
"JOR","Jordan",2008,5.944176e-06,6.489822
"KAZ","Kazakhstan",2008,0,15.674
"KEN","Kenya",2008,0.1298911,39.148416
"KIR","Kiribati",2008,0.02009329,0.09844
"KOR","Korea, Republic of",2008,0.002427591,49.054708
"XKX","Kosovo",2008,0,1.747383
"KGZ","Kyrgyz Republic",2008,0.001384352,5.3187
"LAO","Lao People's Democratic Republic",2008,0.02406993,6.05219
"LVA","Latvia",2008,0,2.177322
"LBN","Lebanon",2008,0,4.111047
"LSO","Lesotho",2008,0.3563126,1.99993
"LBR","Liberia",2008,0.2375347,3.662993
"LTU","Lithuania",2008,4.308032e-05,3.198231
"LUX","Luxembourg",2008,0,0.48865
"MKD","Macedonia, former Yugoslav Republic of",2008,0.001487357,2.067378
"MDG","Madagascar",2008,0.3313927,19.996469
"MWI","Malawi",2008,0.3644551,14.271234
"MYS","Malaysia",2008,0.0004084291,27.111069
"MDV","Maldives",2008,0.001951313,0.345054
"MLI","Mali",2008,0.1310803,14.138216
"MLT","Malta",2008,0,0.409379
"MRT","Mauritania",2008,0.01458997,3.407541
"MUS","Mauritius",2008,0.0003577138,1.244121
"MEX","Mexico",2008,0.005010844,113.661809
"FSM","Micronesia, Federated States of",2008,0.02323154,0.104478
"MDA","Moldova",2008,0.0007080737,3.570108
"MNG","Mongolia",2008,0.0003893923,2.628131
"MNE","Montenegro",2008,0,0.616969
"MAR","Morocco",2008,0.0008765394,31.596855
"MOZ","Mozambique",2008,0.3520049,22.846758
"MMR","Myanmar",2008,0.03904654,49.479752
"NAM","Namibia",2008,0.05052188,2.106375
"NPL","Nepal",2008,0.03215524,26.475859
"NLD","Netherlands",2008,0,16.445593
"NIC","Nicaragua",2008,0.01158515,5.594506
"NER","Niger",2008,0.2196676,15.228525
"NGA","Nigeria",2008,0.2217001,150.34739
"NOR","Norway",2008,0.00240151,4.768212
"PAK","Pakistan",2008,0.001164264,163.644603
"PAN","Panama",2008,0.00626057,3.516268
"PNG","Papua New Guinea",2008,0.1875691,6.787187
"PRY","Paraguay",2008,0.009877915,6.047117
"PER","Peru",2008,0.02050872,28.64198
"PHL","Philippines",2008,0.006328454,90.751864
"POL","Poland",2008,0,38.125759
"PRT","Portugal",2008,0,10.558177
"ROU","Romania",2008,0,20.537875
"RUS","Russian Federation",2008,0.0001460113,142.74235
"RWA","Rwanda",2008,0.2937946,9.708169
"WSM","Samoa",2008,0,0.183526
"SEN","Senegal",2008,0.08819038,12.203957
"SRB","Serbia",2008,0.0003920863,7.350222
"SYC","Seychelles",2008,0,0.086956
"SLE","Sierra Leone",2008,0.1502258,6.165372
"SVK","Slovak Republic",2008,0,5.379233
"SVN","Slovenia",2008,0,2.021316
"SLB","Solomon Islands",2008,0.1015094,0.504477
"ZAF","South Africa",2008,0.03277735,50.412129
"SSD","South Sudan",2008,0.1926092,9.263136
"ESP","Spain",2008,0.004938765,45.954106
"LKA","Sri Lanka",2008,0.0006521326,19.945832
"LCA","St. Lucia",2008,0.02053688,0.16922
"SDN","Sudan",2008,0.02729764,32.955496
"SUR","Suriname",2008,0.1511527,0.515148
"SWE","Sweden",2008,0.004885311,9.219637
"CHE","Switzerland",2008,0,7.647675
"SYR","Syrian Arab Republic",2008,0.0001396749,20.325443
"TJK","Tajikistan",2008,0.01732547,7.309728
"TZA","Tanzania",2008,0.1981377,43.270144
"THA","Thailand",2008,1.465227e-05,66.54576
"TLS","Timor-Leste",2008,0.07994727,1.07811
"TGO","Togo",2008,0.2214104,6.161796
"TON","Tonga",2008,0.001559157,0.103005
"TTO","Trinidad and Tobago",2008,0.0008847388,1.315372
"TUN","Tunisia",2008,0.001878904,10.407336
"TUR","Turkey",2008,0.001262879,70.440032
"TKM","Turkmenistan",2008,0.01506483,4.935762
"TUV","Tuvalu",2008,0,0.01034
"UGA","Uganda",2008,0.128586,31.663896
"UKR","Ukraine",2008,0,46.2582
"GBR","United Kingdom",2008,0.002331309,61.806995
"USA","United States",2008,0.009989348,304.093966
"URY","Uruguay",2008,0.0002901278,3.350824
"UZB","Uzbekistan",2008,0.07727779,27.3028
"VUT","Vanuatu",2008,0.01660777,0.22534
"VEN","Venezuela, Republica Bolivariana de",2008,0.06466146,28.141701
"VNM","Vietnam",2008,0.01538617,86.707801
"PSE","West Bank and Gaza",2008,0.001925093,3.596688
"YEM","Yemen, Republic of",2008,0.006894219,22.356391
"ZMB","Zambia",2008,0.361144,13.082517
"ZWE","Zimbabwe",2008,0.1108101,13.558469
"ALB","Albania",2005,0.0002762022,3.011487
"DZA","Algeria",2005,0.001926492,33.288437
"AGO","Angola",2005,0.1226268,19.552542
"ARG","Argentina",2005,0.01180753,35.243074
"ARM","Armenia",2005,0.004342204,2.981259
"AUS","Australia",2005,0.004992701,20.3948
"AUT","Austria",2005,0,8.227829
"AZE","Azerbaijan",2005,0,8.39185
"BGD","Bangladesh",2005,0.008822842,143.431101
"BLR","Belarus",2005,0,9.663915
"BEL","Belgium",2005,0.002313465,10.478617
"BLZ","Belize",2005,0.05480313,0.283277
"BEN","Benin",2005,0.1368953,7.982225
"BTN","Bhutan",2005,0.003449707,0.656639
"BOL","Bolivia",2005,0.1115771,9.125409
"BIH","Bosnia and Herzegovina",2005,0.0002743352,3.78153
"BWA","Botswana",2005,0.07860599,1.855852
"BRA","Brazil",2005,0.02785545,186.917361
"BGR","Bulgaria",2005,0.0006550934,7.658972
"BFA","Burkina Faso",2005,0.201593,13.42193
"BDI","Burundi",2005,0.400627,7.423289
"CPV","Cabo Verde",2005,0.01689334,0.474567
"CMR","Cameroon",2005,0.04447527,17.420795
"CAN","Canada",2005,0.001623723,32.312
"CAF","Central African Republic",2005,0.3509839,4.12791
"TCD","Chad",2005,0.1074962,10.067009
"CHL","Chile",2005,0.01073881,16.147064
"CHN","China",2005,0.0222271,1303.72
"CHN","China",2005,0.0360283,749.352182
"CHN","China",2005,0.003571701,554.367818
"COL","Colombia",2005,0.02798979,43.285634
"COM","Comoros",2005,0.02209955,0.611627
"COD","Congo, Democratic Republic of",2005,0.78366,54.751476
"COG","Congo, Republic of",2005,0.2258586,3.718243
"CRI","Costa Rica",2005,0.009555566,4.247841
"CIV","Cote d'Ivoire",2005,0.07271297,18.336303
"HRV","Croatia",2005,0,4.442
"CYP","Cyprus",2005,0,1.027658
"CZE","Czech Republic",2005,0,10.211216
"DNK","Denmark",2005,0.002245116,5.419432
"DJI","Djibouti",2005,0.05465455,0.783254
"DOM","Dominican Republic",2005,0.01005915,9.237566
"ECU","Ecuador",2005,0.04377336,13.735233
"EGY","Egypt, Arab Republic of",2005,0.0005028534,76.778149
"SLV","El Salvador",2005,0.03601414,6.028961
"EST","Estonia",2005,0.002428203,1.354775
"SWZ","Eswatini",2005,0.1488932,1.105873
"ETH","Ethiopia",2005,0.03247913,76.727083
"FJI","Fiji",2005,0.0006749685,0.821817
"FIN","Finland",2005,0,5.246096
"FRA","France",2005,0,63.179351
"GAB","Gabon",2005,0.008317136,1.403126
"GMB","Gambia, The",2005,0.1415273,1.444204
"GEO","Georgia",2005,0.02584302,4.19
"DEU","Germany",2005,0,82.469422
"GHA","Ghana",2005,0.0719643,21.542009
"GRC","Greece",2005,0.002438059,10.987314
"GTM","Guatemala",2005,0.02999348,13.096028
"GIN","Guinea",2005,0.2446042,9.679745
"GNB","Guinea-Bissau",2005,0.2263073,1.380838
"GUY","Guyana",2005,0.04218441,0.750946
"HTI","Haiti",2005,0.3288477,9.263404
"HND","Honduras",2005,0.138917,7.37343
"HUN","Hungary",2005,0,10.087065
"ISL","Iceland",2005,0,0.296734
"IND","India",2005,0.03015959,1144.118674
"IND","India",2005,0.03398467,809.63558
"IND","India",2005,0.02090076,334.483094
"IDN","Indonesia",2005,0.01295964,226.71273
"IDN","Indonesia",2005,0.017348,122.556368
"IDN","Indonesia",2005,0.00779605,104.156362
"IRN","Iran, Islamic Republic of",2005,0.0002894786,70.421811
"IRQ","Iraq",2005,0.0001846592,27.008426
"IRL","Ireland",2005,0,4.159914
"ISR","Israel",2005,0.00482104,6.9301
"ITA","Italy",2005,0.004958129,57.969484
"JAM","Jamaica",2005,0.001391102,2.744673
"JPN","Japan",2005,0.00220788,127.773
"JOR","Jordan",2005,0.0001007961,5.714111
"KAZ","Kazakhstan",2005,0.006712054,15.147029
"KEN","Kenya",2005,0.1444882,36.048288
"KIR","Kiribati",2005,0.01786289,0.092325
"KOR","Korea, Republic of",2005,0.002494423,48.184561
"XKX","Kosovo",2005,0,1.70578
"KGZ","Kyrgyz Republic",2005,0.008547845,5.1626
"LAO","Lao People's Democratic Republic",2005,0.02256739,5.754026
"LVA","Latvia",2005,0.01232462,2.238799
"LBN","Lebanon",2005,0,3.986852
"LSO","Lesotho",2005,0.3605248,1.949543
"LBR","Liberia",2005,0.3289635,3.26123
"LTU","Lithuania",2005,0.008398528,3.322528
"LUX","Luxembourg",2005,0,0.465158
"MKD","Macedonia, former Yugoslav Republic of",2005,0.002195606,2.060272
"MDG","Madagascar",2005,0.3117525,18.336724
"MWI","Malawi",2005,0.3396081,13.039711
"MYS","Malaysia",2005,0.0005695681,25.659393
"MDV","Maldives",2005,0.01705925,0.318836
"MLI","Mali",2005,0.1642793,12.798763
"MLT","Malta",2005,0.002399481,0.403834
"MRT","Mauritania",2005,0.01620269,3.13072
"MUS","Mauritius",2005,0.0004587804,1.228254
"MEX","Mexico",2005,0.01226288,108.472228
"FSM","Micronesia, Federated States of",2005,0.006521743,0.106196
"MDA","Moldova",2005,0.01458096,3.595187
"MNG","Mongolia",2005,0.001771418,2.526446
"MNE","Montenegro",2005,0,0.614261
"MAR","Morocco",2005,0.002817128,30.52107
"MOZ","Mozambique",2005,0.4286371,20.92307
"MMR","Myanmar",2005,0.1077192,48.482614
"NAM","Namibia",2005,0.07196439,2.032196
"NPL","Nepal",2005,0.06766556,25.640287
"NLD","Netherlands",2005,0,16.319868
"NIC","Nicaragua",2005,0.01286141,5.379328
"NER","Niger",2005,0.3972099,13.618449
