"CountryCode","CountryName","RequestYear","HeadCount","ReqYearPopulation"
"NGA","Nigeria",2005,0.2197331,138.939478
"NOR","Norway",2005,0.002120723,4.623291
"PAK","Pakistan",2005,0.00525896,153.909667
"PAN","Panama",2005,0.03329032,3.330465
"PNG","Papua New Guinea",2005,0.2464903,6.314709
"PRY","Paraguay",2005,0.01566642,5.795494
"PER","Peru",2005,0.04589372,27.61041
"PHL","Philippines",2005,0.008891745,86.274237
"POL","Poland",2005,9.993562e-05,38.165445
"PRT","Portugal",2005,0.002395303,10.50333
"ROU","Romania",2005,0,21.319685
"RUS","Russian Federation",2005,0.0005803496,143.518523
"RWA","Rwanda",2005,0.3562098,8.991735
"WSM","Samoa",2005,0,0.179929
"SEN","Senegal",2005,0.09331467,11.251266
"SRB","Serbia",2005,0.001104672,7.440769
"SYC","Seychelles",2005,6.369151e-05,0.082858
"SLE","Sierra Leone",2005,0.1919407,5.658379
"SVK","Slovak Republic",2005,0,5.372807
"SVN","Slovenia",2005,0,2.000474
"SLB","Solomon Islands",2005,0.1592916,0.469885
"ZAF","South Africa",2005,0.06081034,48.820586
"ESP","Spain",2005,0.004796032,43.653155
"LKA","Sri Lanka",2005,0.001456369,19.524558
"LCA","St. Lucia",2005,0.0286348,0.163714
"SDN","Sudan",2005,0.04722125,30.911914
"SUR","Suriname",2005,0.1591997,0.498946
"SWE","Sweden",2005,0.007471823,9.029572
"CHE","Switzerland",2005,0,7.437115
"SYR","Syrian Arab Republic",2005,0.0002095124,18.294611
"TJK","Tajikistan",2005,0.02072724,6.854176
"TZA","Tanzania",2005,0.2797681,39.410545
"THA","Thailand",2005,0.0001945195,65.42547
"TLS","Timor-Leste",2005,0.07742981,1.026484
"TGO","Togo",2005,0.1994367,5.683268
"TON","Tonga",2005,0.002119912,0.101041
"TTO","Trinidad and Tobago",2005,0.001103042,1.296934
"TUN","Tunisia",2005,0.002861247,10.102482
"TUR","Turkey",2005,0.001810861,67.903406
"TKM","Turkmenistan",2005,0.0645228,4.754641
"TUV","Tuvalu",2005,0,0.010027
"UGA","Uganda",2005,0.2125197,28.54394
"UKR","Ukraine",2005,0,47.10515
"GBR","United Kingdom",2005,0.002248523,60.401206
"USA","United States",2005,0.009980321,295.516599
"URY","Uruguay",2005,0.0007520832,3.325612
"UZB","Uzbekistan",2005,0.1304954,26.167
"VUT","Vanuatu",2005,0.01573539,0.20937
"VEN","Venezuela, Republica Bolivariana de",2005,0.1367271,26.784161
"VNM","Vietnam",2005,0.02997614,84.308843
"PSE","West Bank and Gaza",2005,0,3.320396
"YEM","Yemen, Republic of",2005,0.005378995,20.582927
"ZMB","Zambia",2005,0.3125562,12.052156
"ZWE","Zimbabwe",2005,0.02515159,12.940032
"ALB","Albania",2002,0.0004637062,3.05101
"DZA","Algeria",2002,0.002771517,31.995046
"AGO","Angola",2002,0.1464038,17.572649
"ARG","Argentina",2002,0.0472579,33.914775
"ARM","Armenia",2002,0.01424546,3.033897
"AUS","Australia",2002,0.007436594,19.6514
"AUT","Austria",2002,0.002296472,8.081957
"AZE","Azerbaijan",2002,0,8.17195
"BGD","Bangladesh",2002,0.02142239,136.600667
"BLR","Belarus",2002,0.00185835,9.865548
"BEL","Belgium",2002,0.002354428,10.332785
"BLZ","Belize",2002,0.05068948,0.262206
"BEN","Benin",2002,0.124455,7.295394
"BTN","Bhutan",2002,0.0155636,0.606399
"BOL","Bolivia",2002,0.1465882,8.653345
"BIH","Bosnia and Herzegovina",2002,0.0004787436,3.775807
"BWA","Botswana",2002,0.1020421,1.779953
"BRA","Brazil",2002,0.03458319,180.151021
"BGR","Bulgaria",2002,0.0002681325,7.837161
"BFA","Burkina Faso",2002,0.3189116,12.2931
"BDI","Burundi",2002,0.4373122,6.741569
"CPV","Cabo Verde",2002,0.02775311,0.452106
"CMR","Cameroon",2002,0.03570769,16.084886
"CAN","Canada",2002,0.002466845,31.362
"CAF","Central African Republic",2002,0.3393801,3.907612
"TCD","Chad",2002,0.332442,9.001689
"CHL","Chile",2002,0.01578316,15.623635
"CHN","China",2002,0.08117653,1280.4
"CHN","China",2002,0.1288913,788.4063
"CHN","China",2002,0.004715005,491.9937
"COL","Colombia",2002,0.0480441,41.572491
"COM","Comoros",2002,0.01752958,0.569479
"COD","Congo, Democratic Republic of",2002,0.8195838,49.835756
"COG","Congo, Republic of",2002,0.2347553,3.40718
"CRI","Costa Rica",2002,0.02134658,4.063204
"CIV","Cote d'Ivoire",2002,0.05136266,17.366517
"HRV","Croatia",2002,0.0001839673,4.44
"CYP","Cyprus",2002,0,0.976966
"CZE","Czech Republic",2002,0.0002497177,10.196916
"DNK","Denmark",2002,0.002238577,5.375931
"DJI","Djibouti",2002,0.04174928,0.746221
"DOM","Dominican Republic",2002,0.01771489,8.832285
"ECU","Ecuador",2002,0.05696639,13.07206
"EGY","Egypt, Arab Republic of",2002,0.0008510457,72.590118
"SLV","El Salvador",2002,0.06331733,5.940303
"EST","Estonia",2002,0.002160018,1.37935
"SWZ","Eswatini",2002,0.1552712,1.08093
"ETH","Ethiopia",2002,0.07664904,70.497192
"FJI","Fiji",2002,0.003024366,0.815691
"FIN","Finland",2002,0,5.200598
"FRA","France",2002,0,61.805267
"GAB","Gabon",2002,0.008012612,1.294409
"GMB","Gambia, The",2002,0.32233,1.311349
"GEO","Georgia",2002,0.02203887,4.357
"DEU","Germany",2002,0,82.488495
"GHA","Ghana",2002,0.08909844,19.924522
"GRC","Greece",2002,0.004982976,10.902022
"GTM","Guatemala",2002,0.02905685,12.208848
"GIN","Guinea",2002,0.2690488,9.137345
"GNB","Guinea-Bissau",2002,0.1635873,1.293523
"GUY","Guyana",2002,0.04135314,0.751884
"HTI","Haiti",2002,0.3091468,8.834733
"HND","Honduras",2002,0.09876572,6.863157
"HUN","Hungary",2002,0,10.158608
"ISL","Iceland",2002,0,0.287523
"IND","India",2002,0.03871118,1089.807112
"IND","India",2002,0.04410888,782.001991
"IND","India",2002,0.02499793,307.805121
"IDN","Indonesia",2002,0.005946368,217.508059
"IDN","Indonesia",2002,0.008562628,122.744148
"IDN","Indonesia",2002,0.002557625,94.763911
"IRN","Iran, Islamic Republic of",2002,0.0008817157,67.98333
"IRQ","Iraq",2002,0.0001846592,24.939299
"IRL","Ireland",2002,0,3.931947
"ISR","Israel",2002,0.00120526,6.57
"ITA","Italy",2002,0.004971533,57.059007
"JAM","Jamaica",2002,0.005025008,2.695446
"JPN","Japan",2002,0.00220788,127.445
"JOR","Jordan",2002,0.0002302075,5.287488
"KAZ","Kazakhstan",2002,0.005008119,14.858948
"KEN","Kenya",2002,0.1322928,33.214009
"KIR","Kiribati",2002,0.01786289,0.087343
"KOR","Korea, Republic of",2002,0.002494423,47.644736
"XKX","Kosovo",2002,0,1.70231
"KGZ","Kyrgyz Republic",2002,0.04213074,4.9907
"LAO","Lao People's Democratic Republic",2002,0.03077949,5.497273
"LVA","Latvia",2002,0.001510116,2.310173
"LBN","Lebanon",2002,0,3.522837
"LSO","Lesotho",2002,0.3569572,1.902312
"LBR","Liberia",2002,0.1665301,3.062863
"LTU","Lithuania",2002,0.0002304941,3.443067
"LUX","Luxembourg",2002,0,0.446175
"MKD","Macedonia, former Yugoslav Republic of",2002,0.001828212,2.048928
"MDG","Madagascar",2002,0.4540887,16.765117
"MWI","Malawi",2002,0.3424303,12.013711
"MYS","Malaysia",2002,0.0004878595,24.198811
"MDV","Maldives",2002,0.01406478,0.294341
"MLI","Mali",2002,0.2247552,11.638929
"MLT","Malta",2002,0.002399481,0.395969
"MRT","Mauritania",2002,0.02818419,2.873228
"MUS","Mauritius",2002,0.0006799106,1.204621
"MEX","Mexico",2002,0.01085406,104.355608
"FSM","Micronesia, Federated States of",2002,0.00729279,0.106983
"MDA","Moldova",2002,0.01635317,3.623062
"MNG","Mongolia",2002,0.007204022,2.443659
"MNE","Montenegro",2002,0,0.609828
"MAR","Morocco",2002,0.004327892,29.512368
"MOZ","Mozambique",2002,0.5047575,19.139658
"MMR","Myanmar",2002,0.289361,47.14022
"NAM","Namibia",2002,0.1012524,1.962147
"NPL","Nepal",2002,0.1131722,24.566342
"NLD","Netherlands",2002,0,16.148929
"NIC","Nicaragua",2002,0.02235868,5.171734
"NER","Niger",2002,0.4298197,12.206002
"NGA","Nigeria",2002,0.2609819,128.66671
"NOR","Norway",2002,0.002321372,4.538159
"PAK","Pakistan",2002,0.01458358,144.654143
"PAN","Panama",2002,0.04154385,3.149265
"PNG","Papua New Guinea",2002,0.3069811,5.862316
"PRY","Paraguay",2002,0.04540939,5.508611
"PER","Peru",2002,0.05102755,26.601467
"PHL","Philippines",2002,0.008798851,81.35206
"POL","Poland",2002,0,38.230364
"PRT","Portugal",2002,0.004869774,10.419631
"ROU","Romania",2002,0.005727715,21.730496
"RUS","Russian Federation",2002,0.0006456098,145.306046
"RWA","Rwanda",2002,0.3924939,8.536205
"WSM","Samoa",2002,0,0.176582
"SEN","Senegal",2002,0.1282032,10.396861
"SRB","Serbia",2002,3.62489e-05,7.496522
"SYC","Seychelles",2002,0.000197305,0.083723
"SLE","Sierra Leone",2002,0.2736931,4.957216
"SVK","Slovak Republic",2002,0,5.376912
"SVN","Slovenia",2002,0,1.99453
"SLB","Solomon Islands",2002,0.1905425,0.435262
"ZAF","South Africa",2002,0.1106063,47.026173
"ESP","Spain",2002,0.00499194,41.431558
"LKA","Sri Lanka",2002,0.00251733,19.0593
"LCA","St. Lucia",2002,0.09847163,0.159763
"SDN","Sudan",2002,0.06228859,28.679565
"SUR","Suriname",2002,0.1685515,0.483044
"SWE","Sweden",2002,0.002379343,8.924958
"CHE","Switzerland",2002,0,7.284753
"SYR","Syrian Arab Republic",2002,0.0002793498,17.087901
"TJK","Tajikistan",2002,0.0505903,6.447688
"TZA","Tanzania",2002,0.4623282,36.105808
"THA","Thailand",2002,0.001009019,64.073164
"TLS","Timor-Leste",2002,0.1052783,0.923825
"TGO","Togo",2002,0.200061,5.251472
"TON","Tonga",2002,0.002680666,0.099184
"TTO","Trinidad and Tobago",2002,0.001606227,1.277837
"TUN","Tunisia",2002,0.003100375,9.864326
"TUR","Turkey",2002,0,65.143054
"TKM","Turkmenistan",2002,0.1126988,4.610002
"TUV","Tuvalu",2002,0,0.009635
"UGA","Uganda",2002,0.2685489,25.718048
"UKR","Ukraine",2002,0.0008191964,48.2025
"GBR","United Kingdom",2002,0.002405697,59.370479
"USA","United States",2002,0.007485342,287.625193
"URY","Uruguay",2002,0.0008115643,3.327773
"UZB","Uzbekistan",2002,0.1262275,25.27185
"VUT","Vanuatu",2002,0.02825753,0.193956
"VEN","Venezuela, Republica Bolivariana de",2002,0.09937645,25.4087
"VNM","Vietnam",2002,0.05107634,81.956496
"PSE","West Bank and Gaza",2002,0.001512769,3.075373
"YEM","Yemen, Republic of",2002,0.00574347,18.919179
"ZMB","Zambia",2002,0.1561321,11.120409
"ZWE","Zimbabwe",2002,0.0002086685,12.500525
"ALB","Albania",1999,0.0005189322,3.108778
"DZA","Algeria",1999,0.004150126,30.765613
"AGO","Angola",1999,0.1533206,15.949766
"ARG","Argentina",1999,0.02324723,32.599189
"ARM","Armenia",1999,0.02027064,3.089017
"AUS","Australia",1999,0.007482018,18.926
"AUT","Austria",1999,0.002296472,7.992324
"AZE","Azerbaijan",1999,0.004984011,7.98275
"BGD","Bangladesh",1999,0.03073272,129.029691
"BLR","Belarus",1999,0.01531519,10.026738
"BEL","Belgium",1999,0.002354428,10.226419
"BLZ","Belize",1999,0.05963428,0.239026
"BEN","Benin",1999,0.1536792,6.664098
"BTN","Bhutan",1999,0.02465257,0.557543
"BOL","Bolivia",1999,0.1696234,8.182712
"BIH","Bosnia and Herzegovina",1999,0.00173394,3.759118
"BWA","Botswana",1999,0.09769484,1.699862
"BRA","Brazil",1999,0.0472248,172.759243
"BGR","Bulgaria",1999,0.002794377,8.210624
"BFA","Burkina Faso",1999,0.4146303,11.282701
"BDI","Burundi",1999,0.5064586,6.27894
"CPV","Cabo Verde",1999,0.0420258,0.426285
"CMR","Cameroon",1999,0.04860323,14.891891
"CAN","Canada",1999,0.002484779,30.4992
"CAF","Central African Republic",1999,0.4404699,3.676508
"TCD","Chad",1999,0.3749841,8.041846
"CHL","Chile",1999,0.01399712,15.076952
"CHN","China",1999,0.1083302,1252.735
"CHN","China",1999,0.1620324,815.968942
"CHN","China",1999,0.00800327,436.766058
"COL","Colombia",1999,0.1093081,39.819279
"COM","Comoros",1999,0.02307367,0.528848
"COD","Congo, Democratic Republic of",1999,0.7653222,45.898667
"COG","Congo, Republic of",1999,0.2636409,3.136344
"CRI","Costa Rica",1999,0.0286362,3.848723
"CIV","Cote d'Ivoire",1999,0.04351802,16.300233
"HRV","Croatia",1999,0.001426944,4.554
"CYP","Cyprus",1999,0,0.92605
"CZE","Czech Republic",1999,0.0006378582,10.28386
"DNK","Denmark",1999,0.002238577,5.321799
"DJI","Djibouti",1999,0.03967433,0.700099
"DOM","Dominican Republic",1999,0.01342206,8.429112
"ECU","Ecuador",1999,0.1048881,12.398691
"EGY","Egypt, Arab Republic of",1999,0.00126552,68.626664
"SLV","El Salvador",1999,0.08909256,5.825187
"EST","Estonia",1999,0.0009167056,1.390244
"SWZ","Eswatini",1999,0.2054076,1.045629
"ETH","Ethiopia",1999,0.1486853,64.640054
"FJI","Fiji",1999,0.003024366,0.806494
"FIN","Finland",1999,0,5.165474
"FRA","France",1999,0,60.496718
"GAB","Gabon",1999,0.006943242,1.200773
"GMB","Gambia, The",1999,0.2573746,1.19542
"GEO","Georgia",1999,0.05391136,4.4525
"DEU","Germany",1999,0,82.100243
"GHA","Ghana",1999,0.1005256,18.477612
"GRC","Greece",1999,0.004982976,10.761698
"GTM","Guatemala",1999,0.03691564,11.387203
"GIN","Guinea",1999,0.2445616,8.653769
"GNB","Guinea-Bissau",1999,0.2489587,1.220794
"GUY","Guyana",1999,0.04357376,0.755278
"HTI","Haiti",1999,0.2923273,8.404398
"HND","Honduras",1999,0.128206,6.357221
"HUN","Hungary",1999,0.0001876305,10.23753
"ISL","Iceland",1999,0,0.277381
"IND","India",1999,0.04229471,1034.539214
"IND","India",1999,0.04873316,750.527164
"IND","India",1999,0.02528052,284.01205
"IDN","Indonesia",1999,0.03805435,208.612556
"IDN","Indonesia",1999,0.04622962,123.515322
"IDN","Indonesia",1999,0.02618825,85.097234
"IRN","Iran, Islamic Republic of",1999,0.0008739688,65.06266
"IRQ","Iraq",1999,4.540311e-05,22.878156
"IRL","Ireland",1999,0,3.754786
"ISR","Israel",1999,0.001228042,6.125
"ITA","Italy",1999,0.004971533,56.916317
"JAM","Jamaica",1999,0.001932937,2.634882
"JPN","Japan",1999,0.00220788,126.631
"JOR","Jordan",1999,0.0008821764,5.014899
"KAZ","Kazakhstan",1999,0.01437891,14.928426
"KEN","Kenya",1999,0.0910407,30.600397
"KIR","Kiribati",1999,0.02009329,0.082966
"KOR","Korea, Republic of",1999,0.002494423,46.616677
"KGZ","Kyrgyz Republic",1999,0.07194306,4.8404
"LAO","Lao People's Democratic Republic",1999,0.06938463,5.241284
"LVA","Latvia",1999,0.002086453,2.390482
"LBN","Lebanon",1999,0,3.156646
"LSO","Lesotho",1999,0.3471852,1.850527
"LBR","Liberia",1999,0.247859,2.734518
"LTU","Lithuania",1999,0.000150515,3.524238
"LUX","Luxembourg",1999,0,0.430475
"MKD","Macedonia, former Yugoslav Republic of",1999,0.002496854,2.024394
"MDG","Madagascar",1999,0.2925326,15.282521
"MWI","Malawi",1999,0.2413503,11.044356
"MYS","Malaysia",1999,0.0002401706,22.656286
"MDV","Maldives",1999,0.01406478,0.274484
"MLI","Mali",1999,0.3772627,10.663723
"MLT","Malta",1999,0.002399481,0.387578
"MRT","Mauritania",1999,0.03127821,2.628803
"MUS","Mauritius",1999,0.0006799106,1.175267
"MEX","Mexico",1999,0.02416502,100.300579
"FSM","Micronesia, Federated States of",1999,0.007871075,0.107816
"MDA","Moldova",1999,0.09816713,3.647001
"MNG","Mongolia",1999,0.03335796,2.376162
"MNE","Montenegro",1999,0,0.606001
"MAR","Morocco",1999,0.002739477,28.514798
"MOZ","Mozambique",1999,0.5672783,17.584869
"MMR","Myanmar",1999,0.5200346,45.539435
"NAM","Namibia",1999,0.1116508,1.858042
"NPL","Nepal",1999,0.1351289,23.305994
"NLD","Netherlands",1999,0,15.812088
"NIC","Nicaragua",1999,0.03121826,4.94966
"NER","Niger",1999,0.4485477,10.947829
"NGA","Nigeria",1999,0.343536,119.327073
"NOR","Norway",1999,0.002321372,4.461913
"PAK","Pakistan",1999,0.01225077,135.405584
"PAN","Panama",1999,0.08625073,2.971197
"PNG","Papua New Guinea",1999,0.3036483,5.430479
"PRY","Paraguay",1999,0.03771333,5.196937
"PER","Peru",1999,0.07110503,25.561299
"PHL","Philippines",1999,0.01155984,76.335812
"POL","Poland",1999,0,38.660271
"PRT","Portugal",1999,0.004869774,10.217828
"ROU","Romania",1999,0.004510897,22.47204
"RUS","Russian Federation",1999,0.004028606,147.214392
"RWA","Rwanda",1999,0.4517106,7.593239
"WSM","Samoa",1999,0.001884958,0.173755
"SEN","Senegal",1999,0.1373632,9.645957
"SRB","Serbia",1999,3.62489e-05,7.540401
"SYC","Seychelles",1999,0.0003033053,0.08041
"SLE","Sierra Leone",1999,0.4030552,4.437803
"SVK","Slovak Republic",1999,0,5.39602
"SVN","Slovenia",1999,9.915044e-05,1.983045
"SLB","Solomon Islands",1999,0.08706514,0.401538
"ZAF","South Africa",1999,0.1411085,45.058775
"ESP","Spain",1999,0.00499194,40.386875
"LKA","Sri Lanka",1999,0.0030155,18.669103
"LCA","St. Lucia",1999,0.03064436,0.155172
"SDN","Sudan",1999,0.08077351,26.607042
"SUR","Suriname",1999,0.1685515,0.467003
"SWE","Sweden",1999,0.002379343,8.857874
"CHE","Switzerland",1999,0,7.143991
"SYR","Syrian Arab Republic",1999,0.0004740731,16.016092
"TJK","Tajikistan",1999,0.131088,6.114886
"TZA","Tanzania",1999,0.5344265,33.29154
"THA","Thailand",1999,0.0004839513,62.306651
"TGO","Togo",1999,0.1522816,4.825704
"TON","Tonga",1999,0.005143776,0.097591
"TTO","Trinidad and Tobago",1999,0.00219635,1.264775
"TUN","Tunisia",1999,0.004308463,9.603742
"TUR","Turkey",1999,0.0008160607,62.287326
"TKM","Turkmenistan",1999,0.1349047,4.466132
"TUV","Tuvalu",1999,0,0.009345
"UGA","Uganda",1999,0.2735964,23.272995
"UKR","Ukraine",1999,0.00627437,49.67335
"GBR","United Kingdom",1999,0.002405697,58.682466
"USA","United States",1999,0.006654964,279.04
"URY","Uruguay",1999,0.0004793503,3.309318
"UZB","Uzbekistan",1999,0.1899822,24.31165
"VUT","Vanuatu",1999,0.02057496,0.181345
"VEN","Venezuela, Republica Bolivariana de",1999,0.05695718,24.028689
"VNM","Vietnam",1999,0.04346987,79.391374
"PSE","West Bank and Gaza",1999,0.001512769,2.848431
"YEM","Yemen, Republic of",1999,0.005716621,17.378098
"ZMB","Zambia",1999,0.1599072,10.239714
"ZWE","Zimbabwe",1999,0,12.064537
"ALB","Albania",1996,0.0005741581,3.168033
"DZA","Algeria",1996,0.004280608,29.411415
"AGO","Angola",1996,0.1627598,14.682284
"ARG","Argentina",1996,0.02651738,31.298956
"ARM","Armenia",1996,0.02606819,3.168215
"AUS","Australia",1996,0.007493872,18.311
"AUT","Austria",1996,0.002296472,7.959017
"AZE","Azerbaijan",1996,0.01242634,7.763
"BGD","Bangladesh",1996,0.03182992,121.269645
"BLR","Belarus",1996,0.002489939,10.16
"BEL","Belgium",1996,0.002354428,10.156637
"BLZ","Belize",1996,0.05031044,0.213676
"BEN","Benin",1996,0.1759969,6.094259
"BTN","Bhutan",1996,0.0483293,0.519282
"BOL","Bolivia",1996,0.09630424,7.717443
"BIH","Bosnia and Herzegovina",1996,0.00311239,3.780378
"BWA","Botswana",1996,0.121469,1.60406
"BRA","Brazil",1996,0.05507063,164.913306
"BGR","Bulgaria",1996,0.001285264,8.362826
"BFA","Burkina Faso",1996,0.5666049,10.372745
"BDI","Burundi",1996,0.4931718,6.041112
"CPV","Cabo Verde",1996,0.09332741,0.398773
"CMR","Cameroon",1996,0.1129003,13.812472
"CAN","Canada",1996,0.002434835,29.6719
"CAF","Central African Republic",1996,0.5676763,3.435821
"TCD","Chad",1996,0.3803231,7.241134
"CHL","Chile",1996,0.01056229,14.497826
"CHN","China",1996,0.0972264,1217.55
"CHN","China",1996,0.1392429,828.956742
"CHN","China",1996,0.007595691,388.593258
"COL","Colombia",1996,0.09146525,38.049038
"COM","Comoros",1996,0.02194026,0.488627
"COD","Congo, Democratic Republic of",1996,0.6856149,42.770544
"COG","Congo, Republic of",1996,0.23308,2.879222
"CRI","Costa Rica",1996,0.03914163,3.596732
"CIV","Cote d'Ivoire",1996,0.0284534,14.995249
"HRV","Croatia",1996,0.002917555,4.494
"CYP","Cyprus",1996,0,0.873423
"CZE","Czech Republic",1996,0.001036012,10.315241
"DNK","Denmark",1996,0.002238577,5.263074
"DJI","Djibouti",1996,0.03096826,0.643682
"DOM","Dominican Republic",1996,0.01465851,8.029113
"ECU","Ecuador",1996,0.06655207,11.683479
"EGY","Egypt, Arab Republic of",1996,0.001122801,64.933456
"SLV","El Salvador",1996,0.05521322,5.671925
"EST","Estonia",1996,0.0004540703,1.415594
"SWZ","Eswatini",1996,0.3988759,0.981764
"ETH","Ethiopia",1996,0.230354,59.155148
"FJI","Fiji",1996,0.003856412,0.784476
"FIN","Finland",1996,0,5.124573
"FRA","France",1996,0,59.7531
"GAB","Gabon",1996,0.00639653,1.113994
"GMB","Gambia, The",1996,0.4232526,1.096708
"GEO","Georgia",1996,0,4.6161
"DEU","Germany",1996,0.001595535,81.914831
"GHA","Ghana",1996,0.1205248,17.185608
"GRC","Greece",1996,0.004982976,10.6088
"GTM","Guatemala",1996,0.06791608,10.646674
"GIN","Guinea",1996,0.2159385,8.132552
"GNB","Guinea-Bissau",1996,0.1856452,1.15906
"GUY","Guyana",1996,0.05136269,0.761861
"HTI","Haiti",1996,0.2987781,7.965553
"HND","Honduras",1996,0.1351114,5.867849
"HUN","Hungary",1996,0.0007500284,10.311238
"ISL","Iceland",1996,0,0.268916
"IND","India",1996,0.04743087,978.893217
"IND","India",1996,0.055301,716.383423
"IND","India",1996,0.02595347,262.509794
"IDN","Indonesia",1996,0.06365633,199.914831
"IDN","Indonesia",1996,0.08051393,125.476544
"IDN","Indonesia",1996,0.03524041,74.438287
"IRN","Iran, Islamic Republic of",1996,0.002394405,61.583089
"IRQ","Iraq",1996,0.01130254,20.845893
"IRL","Ireland",1996,0,3.63751
"ISR","Israel",1996,0.001964866,5.692
"ITA","Italy",1996,0.004971533,56.860281
"JAM","Jamaica",1996,0.002477549,2.561993
"JPN","Japan",1996,0.00220788,125.757
"JOR","Jordan",1996,0.001731841,4.716373
"KAZ","Kazakhstan",1996,0.01165868,15.577894
"KEN","Kenya",1996,0.07524219,28.147734
"KIR","Kiribati",1996,0.02009329,0.078907
"KOR","Korea, Republic of",1996,0.002494423,45.524681
"KGZ","Kyrgyz Republic",1996,0.1187786,4.6284
"LAO","Lao People's Democratic Republic",1996,0.09473543,4.95718
"LVA","Latvia",1996,0,2.457222
"LBN","Lebanon",1996,0,3.07096
"LSO","Lesotho",1996,0.3259974,1.787273
"LBR","Liberia",1996,0.8165771,2.191179
"LTU","Lithuania",1996,0,3.601613
"LUX","Luxembourg",1996,0,0.414225
"MKD","Macedonia, former Yugoslav Republic of",1996,0,1.989443
"MDG","Madagascar",1996,0.3179407,13.902688
"MWI","Malawi",1996,0.2376503,10.109789
"MYS","Malaysia",1996,0,21.023321
"MDV","Maldives",1996,0.0334033,0.259327
"MLI","Mali",1996,0.5822505,9.85681
"MLT","Malta",1996,0.002399481,0.379905
"MRT","Mauritania",1996,0.04721213,2.397245
"MUS","Mauritius",1996,0.001181277,1.133996
"MEX","Mexico",1996,0.02388147,95.687452
"FSM","Micronesia, Federated States of",1996,0.007871075,0.108344
"MDA","Moldova",1996,0.03889761,3.667748
"MNG","Mongolia",1996,0.02573757,2.316567
"MNE","Montenegro",1996,0,0.611003
"MAR","Morocco",1996,0.001471639,27.460603
"MOZ","Mozambique",1996,0.6274583,16.248232
"MMR","Myanmar",1996,0.6338967,43.79331
"NAM","Namibia",1996,0.3096502,1.706489
"NPL","Nepal",1996,0.1613533,21.903379
"NLD","Netherlands",1996,0.002358756,15.530498
"NIC","Nicaragua",1996,0.03898119,4.700779
"NER","Niger",1996,0.4965496,9.819964
"NGA","Nigeria",1996,0.3425439,110.732904
"NOR","Norway",1996,0.002321372,4.381336
"PAK","Pakistan",1996,0.005161751,125.938339
"PAN","Panama",1996,0.1080185,2.796344
"PNG","Papua New Guinea",1996,0.2952338,5.022437
"PRY","Paraguay",1996,0.04888665,4.870694
"PER","Peru",1996,0.07241302,24.441074
"PHL","Philippines",1996,0.01659243,71.446107
"POL","Poland",1996,0.002077247,38.62437
"PRT","Portugal",1996,0.007210993,10.063945
"ROU","Romania",1996,0.01770734,22.619004
"RUS","Russian Federation",1996,0,148.160042
"RWA","Rwanda",1996,0.4420176,6.115168
"WSM","Samoa",1996,0.002743851,0.171283
"SEN","Senegal",1996,0.1827087,8.974077
"SRB","Serbia",1996,3.62489e-05,7.617794
"SYC","Seychelles",1996,0.0003033053,0.076417
"SLE","Sierra Leone",1996,0.4263729,4.28235
"SVK","Slovak Republic",1996,0,5.373361
"SVN","Slovenia",1996,0.0001740992,1.988628
"SLB","Solomon Islands",1996,0.07454021,0.369469
"ZAF","South Africa",1996,0.1396258,42.89852
"ESP","Spain",1996,0.00746157,39.889852
"LKA","Sri Lanka",1996,0.003878212,18.37212
"LCA","St. Lucia",1996,0.07554568,0.149004
"SDN","Sudan",1996,0.1031217,24.78619
"SUR","Suriname",1996,0.1685515,0.450036
"SWE","Sweden",1996,0.002379343,8.840998
"CHE","Switzerland",1996,0,7.07185
"SYR","Syrian Arab Republic",1996,0.0004609272,14.755286
"TJK","Tajikistan",1996,0.271575,5.84954
"TZA","Tanzania",1996,0.4508685,30.811854
"THA","Thailand",1996,0.0004519881,60.151472
"TGO","Togo",1996,0.169504,4.398238
"TON","Tonga",1996,0.005143776,0.096369
"TTO","Trinidad and Tobago",1996,0.003566712,1.258364
"TUN","Tunisia",1996,0.009147063,9.256037
"TUR","Turkey",1996,0.001984946,59.423208
"TKM","Turkmenistan",1996,0.1562945,4.287344
"TUV","Tuvalu",1996,0,0.009256
"UGA","Uganda",1996,0.2352574,21.202118
"UKR","Ukraine",1996,0.008585226,51.057189
"GBR","United Kingdom",1996,0.002405697,58.16695
"USA","United States",1996,0.004989935,269.394
"URY","Uruguay",1996,0.000665663,3.248035
"UZB","Uzbekistan",1996,0.185888,23.225
"VUT","Vanuatu",1996,0.02207123,0.171801
"VEN","Venezuela, Republica Bolivariana de",1996,0.05607523,22.650102
"VNM","Vietnam",1996,0.06160935,76.372719
"PSE","West Bank and Gaza",1996,0.002838766,2.587997
"YEM","Yemen, Republic of",1996,0.007267636,15.889449
"ZMB","Zambia",1996,0.1514028,9.394304
"ZWE","Zimbabwe",1996,0,11.518262
"ALB","Albania",1993,0.00173457,3.227287
"DZA","Algeria",1993,0.00257778,27.786259
"AGO","Angola",1993,0.2090847,13.403734
"ARG","Argentina",1993,0.0113508,29.933012
"ARM","Armenia",1993,0.06123061,3.363098
"AUS","Australia",1993,0.006659311,17.667
"AUT","Austria",1993,0.002296472,7.905633
"AZE","Azerbaijan",1993,0.005287195,7.495
"BGD","Bangladesh",1993,0.03611183,113.695139
"BLR","Belarus",1993,0,10.239
"BEL","Belgium",1993,0.002354428,10.084475
"BLZ","Belize",1993,0.04799939,0.197616
