p20,variable,type,value,filename,iso3,survey_year
TRUE,mortality,numerator,13.974727,lbhr6adt,LBR,2013
TRUE,mortality,denominator,118.881893,lbhr6adt,LBR,2013
FALSE,mortality,statistic,0.109373101054805,lbhr6adt,LBR,2013
FALSE,mortality,numerator,1720.8397115,lbhr6adt,LBR,2013
FALSE,mortality,denominator,15733.6648125,lbhr6adt,LBR,2013
TRUE,stunting,statistic,0.301779340375328,lbhr6adt,LBR,2013
TRUE,stunting,numerator,8.081967,lbhr6adt,LBR,2013
TRUE,stunting,denominator,26.781048,lbhr6adt,LBR,2013
FALSE,stunting,statistic,0.317298187928436,lbhr6adt,LBR,2013
FALSE,stunting,numerator,1126.449392,lbhr6adt,LBR,2013
FALSE,stunting,denominator,3550.128664,lbhr6adt,LBR,2013
TRUE,registration,statistic,0.0841453927738854,lbhr6adt,LBR,2013
TRUE,registration,numerator,5.373815,lbhr6adt,LBR,2013
TRUE,registration,denominator,63.863449,lbhr6adt,LBR,2013
FALSE,registration,statistic,0.248381043599816,lbhr6adt,LBR,2013
FALSE,registration,numerator,1832.936502,lbhr6adt,LBR,2013
FALSE,registration,denominator,7379.534587,lbhr6adt,LBR,2013
TRUE,mortality,statistic,,lshr41dt,LSO,2005
TRUE,mortality,numerator,,lshr41dt,LSO,2005
TRUE,mortality,denominator,,lshr41dt,LSO,2005
FALSE,mortality,statistic,0.093519781923632,lshr41dt,LSO,2005
FALSE,mortality,numerator,768.8369075,lshr41dt,LSO,2005
FALSE,mortality,denominator,8221.115273,lshr41dt,LSO,2005
TRUE,stunting,statistic,,lshr41dt,LSO,2005
TRUE,stunting,numerator,,lshr41dt,LSO,2005
TRUE,stunting,denominator,,lshr41dt,LSO,2005
FALSE,stunting,statistic,,lshr41dt,LSO,2005
FALSE,stunting,numerator,,lshr41dt,LSO,2005
FALSE,stunting,denominator,,lshr41dt,LSO,2005
TRUE,registration,statistic,,lshr41dt,LSO,2005
TRUE,registration,numerator,,lshr41dt,LSO,2005
TRUE,registration,denominator,,lshr41dt,LSO,2005
FALSE,registration,statistic,,lshr41dt,LSO,2005
FALSE,registration,numerator,,lshr41dt,LSO,2005
FALSE,registration,denominator,,lshr41dt,LSO,2005
TRUE,mortality,statistic,0.0581741215197484,lshr61dt,LSO,2010
TRUE,mortality,numerator,4.559366,lshr61dt,LSO,2010
TRUE,mortality,denominator,78.374471,lshr61dt,LSO,2010
FALSE,mortality,statistic,0.0945716645383603,lshr61dt,LSO,2010
FALSE,mortality,numerator,756.9991675,lshr61dt,LSO,2010
FALSE,mortality,denominator,8004.502947,lshr61dt,LSO,2010
TRUE,stunting,statistic,0.535524710705511,lshr61dt,LSO,2010
TRUE,stunting,numerator,13.098114,lshr61dt,LSO,2010
TRUE,stunting,denominator,24.458468,lshr61dt,LSO,2010
FALSE,stunting,statistic,0.391464569293317,lshr61dt,LSO,2010
FALSE,stunting,numerator,826.800897,lshr61dt,LSO,2010
FALSE,stunting,denominator,2112.070828,lshr61dt,LSO,2010
TRUE,registration,statistic,0.420062704719776,lshr61dt,LSO,2010
TRUE,registration,numerator,19.913091,lshr61dt,LSO,2010
TRUE,registration,denominator,47.405044,lshr61dt,LSO,2010
FALSE,registration,statistic,0.446519902605932,lshr61dt,LSO,2010
FALSE,registration,numerator,2067.961638,lshr61dt,LSO,2010
FALSE,registration,denominator,4631.286592,lshr61dt,LSO,2010
TRUE,mortality,statistic,0.103193583364254,lshr71dt,LSO,2013
TRUE,mortality,numerator,6.278315,lshr71dt,LSO,2013
TRUE,mortality,denominator,60.8401685,lshr71dt,LSO,2013
FALSE,mortality,statistic,0.0875450271356931,lshr71dt,LSO,2013
FALSE,mortality,numerator,610.0848725,lshr71dt,LSO,2013
FALSE,mortality,denominator,6968.812421,lshr71dt,LSO,2013
TRUE,stunting,statistic,0.598490219411393,lshr71dt,LSO,2013
TRUE,stunting,numerator,9.525702,lshr71dt,LSO,2013
TRUE,stunting,denominator,15.91622,lshr71dt,LSO,2013
FALSE,stunting,statistic,0.333303344891084,lshr71dt,LSO,2013
FALSE,stunting,numerator,633.068439,lshr71dt,LSO,2013
FALSE,stunting,denominator,1899.376195,lshr71dt,LSO,2013
TRUE,registration,statistic,0.394837192524918,lshr71dt,LSO,2013
TRUE,registration,numerator,13.305936,lshr71dt,LSO,2013
TRUE,registration,denominator,33.699804,lshr71dt,LSO,2013
FALSE,registration,statistic,0.430783477117479,lshr71dt,LSO,2013
FALSE,registration,numerator,1810.949483,lshr71dt,LSO,2013
FALSE,registration,denominator,4203.850842,lshr71dt,LSO,2013
TRUE,mortality,statistic,,mahr21dt,MAR,1990
TRUE,mortality,numerator,,mahr21dt,MAR,1990
TRUE,mortality,denominator,,mahr21dt,MAR,1990
FALSE,mortality,statistic,0.083988079111352,mahr21dt,MAR,1990
FALSE,mortality,numerator,1085,mahr21dt,MAR,1990
FALSE,mortality,denominator,12918.5,mahr21dt,MAR,1990
TRUE,stunting,statistic,,mahr21dt,MAR,1990
TRUE,stunting,numerator,,mahr21dt,MAR,1990
TRUE,stunting,denominator,,mahr21dt,MAR,1990
FALSE,stunting,statistic,,mahr21dt,MAR,1990
FALSE,stunting,numerator,,mahr21dt,MAR,1990
FALSE,stunting,denominator,,mahr21dt,MAR,1990
TRUE,registration,statistic,,mahr21dt,MAR,1990
TRUE,registration,numerator,,mahr21dt,MAR,1990
TRUE,registration,denominator,,mahr21dt,MAR,1990
FALSE,registration,statistic,,mahr21dt,MAR,1990
FALSE,registration,numerator,,mahr21dt,MAR,1990
FALSE,registration,denominator,,mahr21dt,MAR,1990
TRUE,mortality,statistic,0.110635386001361,mahr43dt,MAR,2002
TRUE,mortality,numerator,1.220031,mahr43dt,MAR,2002
TRUE,mortality,denominator,11.0274935,mahr43dt,MAR,2002
FALSE,mortality,statistic,0.0551043826792446,mahr43dt,MAR,2002
FALSE,mortality,numerator,867.764584,mahr43dt,MAR,2002
FALSE,mortality,denominator,15747.6509455,mahr43dt,MAR,2002
TRUE,stunting,statistic,,mahr43dt,MAR,2002
TRUE,stunting,numerator,,mahr43dt,MAR,2002
TRUE,stunting,denominator,,mahr43dt,MAR,2002
FALSE,stunting,statistic,,mahr43dt,MAR,2002
FALSE,stunting,numerator,,mahr43dt,MAR,2002
FALSE,stunting,denominator,,mahr43dt,MAR,2002
TRUE,registration,statistic,,mahr43dt,MAR,2002
TRUE,registration,numerator,,mahr43dt,MAR,2002
TRUE,registration,denominator,,mahr43dt,MAR,2002
FALSE,registration,statistic,,mahr43dt,MAR,2002
FALSE,registration,numerator,,mahr43dt,MAR,2002
FALSE,registration,denominator,,mahr43dt,MAR,2002
TRUE,mortality,statistic,0,mbhr53dt,MDA,2005
TRUE,mortality,numerator,0,mbhr53dt,MDA,2005
TRUE,mortality,denominator,11.679759,mbhr53dt,MDA,2005
FALSE,mortality,statistic,0.0247352863808309,mbhr53dt,MDA,2005
FALSE,mortality,numerator,104.9473,mbhr53dt,MDA,2005
FALSE,mortality,denominator,4242.8172605,mbhr53dt,MDA,2005
TRUE,stunting,statistic,,mbhr53dt,MDA,2005
TRUE,stunting,numerator,,mbhr53dt,MDA,2005
TRUE,stunting,denominator,,mbhr53dt,MDA,2005
FALSE,stunting,statistic,,mbhr53dt,MDA,2005
FALSE,stunting,numerator,,mbhr53dt,MDA,2005
FALSE,stunting,denominator,,mbhr53dt,MDA,2005
TRUE,registration,statistic,,mbhr53dt,MDA,2005
TRUE,registration,numerator,,mbhr53dt,MDA,2005
TRUE,registration,denominator,,mbhr53dt,MDA,2005
FALSE,registration,statistic,,mbhr53dt,MDA,2005
FALSE,registration,numerator,,mbhr53dt,MDA,2005
FALSE,registration,denominator,,mbhr53dt,MDA,2005
TRUE,mortality,statistic,0.101311070181201,mdhr31dt,MDG,1996
TRUE,mortality,numerator,7.081257,mdhr31dt,MDG,1996
TRUE,mortality,denominator,69.896182,mdhr31dt,MDG,1996
FALSE,mortality,statistic,0.151381118587545,mdhr31dt,MDG,1996
FALSE,mortality,numerator,2131.052372,mdhr31dt,MDG,1996
FALSE,mortality,denominator,14077.398766,mdhr31dt,MDG,1996
TRUE,stunting,statistic,,mdhr31dt,MDG,1996
TRUE,stunting,numerator,,mdhr31dt,MDG,1996
TRUE,stunting,denominator,,mdhr31dt,MDG,1996
FALSE,stunting,statistic,,mdhr31dt,MDG,1996
FALSE,stunting,numerator,,mdhr31dt,MDG,1996
FALSE,stunting,denominator,,mdhr31dt,MDG,1996
TRUE,registration,statistic,,mdhr31dt,MDG,1996
TRUE,registration,numerator,,mdhr31dt,MDG,1996
TRUE,registration,denominator,,mdhr31dt,MDG,1996
FALSE,registration,statistic,,mdhr31dt,MDG,1996
FALSE,registration,numerator,,mdhr31dt,MDG,1996
FALSE,registration,denominator,,mdhr31dt,MDG,1996
TRUE,mortality,statistic,,mdhr42dt,MDG,2002
TRUE,mortality,numerator,,mdhr42dt,MDG,2002
TRUE,mortality,denominator,,mdhr42dt,MDG,2002
FALSE,mortality,statistic,0.102672883046435,mdhr42dt,MDG,2002
FALSE,mortality,numerator,1509.974791,mdhr42dt,MDG,2002
FALSE,mortality,denominator,14706.65619,mdhr42dt,MDG,2002
TRUE,stunting,statistic,,mdhr42dt,MDG,2002
TRUE,stunting,numerator,,mdhr42dt,MDG,2002
TRUE,stunting,denominator,,mdhr42dt,MDG,2002
FALSE,stunting,statistic,,mdhr42dt,MDG,2002
FALSE,stunting,numerator,,mdhr42dt,MDG,2002
FALSE,stunting,denominator,,mdhr42dt,MDG,2002
TRUE,registration,statistic,,mdhr42dt,MDG,2002
TRUE,registration,numerator,,mdhr42dt,MDG,2002
TRUE,registration,denominator,,mdhr42dt,MDG,2002
FALSE,registration,statistic,,mdhr42dt,MDG,2002
FALSE,registration,numerator,,mdhr42dt,MDG,2002
FALSE,registration,denominator,,mdhr42dt,MDG,2002
TRUE,mortality,statistic,0.0543728066585336,mdhr51dt,MDG,2008
TRUE,mortality,numerator,11.240325,mdhr51dt,MDG,2008
TRUE,mortality,denominator,206.7269595,mdhr51dt,MDG,2008
FALSE,mortality,statistic,0.0775601429498587,mdhr51dt,MDG,2008
FALSE,mortality,numerator,2376.560056,mdhr51dt,MDG,2008
FALSE,mortality,denominator,30641.5120655,mdhr51dt,MDG,2008
TRUE,stunting,statistic,0.534175636544294,mdhr51dt,MDG,2008
TRUE,stunting,numerator,24.269691,mdhr51dt,MDG,2008
TRUE,stunting,denominator,45.433916,mdhr51dt,MDG,2008
FALSE,stunting,statistic,0.503515729021616,mdhr51dt,MDG,2008
FALSE,stunting,numerator,2754.755753,mdhr51dt,MDG,2008
FALSE,stunting,denominator,5471.042103,mdhr51dt,MDG,2008
TRUE,registration,statistic,0.504331131221894,mdhr51dt,MDG,2008
TRUE,registration,numerator,57.786201,mdhr51dt,MDG,2008
TRUE,registration,denominator,114.579881,mdhr51dt,MDG,2008
FALSE,registration,statistic,0.799764182912143,mdhr51dt,MDG,2008
FALSE,registration,numerator,10502.989593,mdhr51dt,MDG,2008
FALSE,registration,denominator,13132.608108,mdhr51dt,MDG,2008
TRUE,mortality,statistic,0.1380314094029,mlhr32dt,MLI,1996
TRUE,mortality,numerator,24.563031,mlhr32dt,MLI,1996
TRUE,mortality,denominator,177.9524755,mlhr32dt,MLI,1996
FALSE,mortality,statistic,0.227878460222694,mlhr32dt,MLI,1996
FALSE,mortality,numerator,5501.084722,mlhr32dt,MLI,1996
FALSE,mortality,denominator,24140.4330915,mlhr32dt,MLI,1996
TRUE,stunting,statistic,,mlhr32dt,MLI,1996
TRUE,stunting,numerator,,mlhr32dt,MLI,1996
TRUE,stunting,denominator,,mlhr32dt,MLI,1996
FALSE,stunting,statistic,,mlhr32dt,MLI,1996
FALSE,stunting,numerator,,mlhr32dt,MLI,1996
FALSE,stunting,denominator,,mlhr32dt,MLI,1996
TRUE,registration,statistic,,mlhr32dt,MLI,1996
TRUE,registration,numerator,,mlhr32dt,MLI,1996
TRUE,registration,denominator,,mlhr32dt,MLI,1996
FALSE,registration,statistic,,mlhr32dt,MLI,1996
FALSE,registration,numerator,,mlhr32dt,MLI,1996
FALSE,registration,denominator,,mlhr32dt,MLI,1996
TRUE,mortality,statistic,0.221826768550212,mlhr53dt,MLI,2005
TRUE,mortality,numerator,37.3914605,mlhr53dt,MLI,2005
TRUE,mortality,denominator,168.5615345,mlhr53dt,MLI,2005
FALSE,mortality,statistic,0.192430291504391,mlhr53dt,MLI,2005
FALSE,mortality,numerator,6413.3629545,mlhr53dt,MLI,2005
FALSE,mortality,denominator,33328.240083,mlhr53dt,MLI,2005
TRUE,stunting,statistic,0.449796691766273,mlhr53dt,MLI,2005
TRUE,stunting,numerator,26.308501,mlhr53dt,MLI,2005
TRUE,stunting,denominator,58.489761,mlhr53dt,MLI,2005
FALSE,stunting,statistic,0.380092500897713,mlhr53dt,MLI,2005
FALSE,stunting,numerator,4593.555162,mlhr53dt,MLI,2005
FALSE,stunting,denominator,12085.361198,mlhr53dt,MLI,2005
TRUE,registration,statistic,0.331158275888398,mlhr53dt,MLI,2005
TRUE,registration,numerator,22.488225,mlhr53dt,MLI,2005
TRUE,registration,denominator,67.907785,mlhr53dt,MLI,2005
FALSE,registration,statistic,0.549560564294078,mlhr53dt,MLI,2005
FALSE,registration,numerator,7402.905072,mlhr53dt,MLI,2005
FALSE,registration,denominator,13470.590055,mlhr53dt,MLI,2005
TRUE,mortality,statistic,0.078915131069513,mlhr6adt,MLI,2013
TRUE,mortality,numerator,15.807224,mlhr6adt,MLI,2013
TRUE,mortality,denominator,200.3066305,mlhr6adt,MLI,2013
FALSE,mortality,statistic,0.096169768196223,mlhr6adt,MLI,2013
FALSE,mortality,numerator,2267.625814,mlhr6adt,MLI,2013
FALSE,mortality,denominator,23579.40397,mlhr6adt,MLI,2013
TRUE,stunting,statistic,0.416358494484637,mlhr6adt,MLI,2013
TRUE,stunting,numerator,15.598978,mlhr6adt,MLI,2013
TRUE,stunting,denominator,37.465257,mlhr6adt,MLI,2013
FALSE,stunting,statistic,0.385661174127187,mlhr6adt,MLI,2013
FALSE,stunting,numerator,1865.137887,mlhr6adt,MLI,2013
FALSE,stunting,denominator,4836.2086,mlhr6adt,MLI,2013
TRUE,registration,statistic,0.575126787292001,mlhr6adt,MLI,2013
TRUE,registration,numerator,42.457502,mlhr6adt,MLI,2013
TRUE,registration,denominator,73.822856,mlhr6adt,MLI,2013
FALSE,registration,statistic,0.84441562395679,mlhr6adt,MLI,2013
FALSE,registration,numerator,9027.287702,mlhr6adt,MLI,2013
FALSE,registration,denominator,10690.573985,mlhr6adt,MLI,2013
TRUE,mortality,statistic,0.0746378512163132,mmhr71dt,MMR,2015
TRUE,mortality,numerator,2.6977995,mmhr71dt,MMR,2015
TRUE,mortality,denominator,36.1451925,mmhr71dt,MMR,2015
FALSE,mortality,statistic,0.0731847014358594,mmhr71dt,MMR,2015
FALSE,mortality,numerator,825.009447,mmhr71dt,MMR,2015
FALSE,mortality,denominator,11272.9768765,mmhr71dt,MMR,2015
TRUE,stunting,statistic,0.225341745434901,mmhr71dt,MMR,2015
TRUE,stunting,numerator,2.958231,mmhr71dt,MMR,2015
TRUE,stunting,denominator,13.127754,mmhr71dt,MMR,2015
FALSE,stunting,statistic,0.293767379262311,mmhr71dt,MMR,2015
FALSE,stunting,numerator,1223.181368,mmhr71dt,MMR,2015
FALSE,stunting,denominator,4163.775335,mmhr71dt,MMR,2015
TRUE,registration,statistic,0.423117811877726,mmhr71dt,MMR,2015
TRUE,registration,numerator,6.754068,mmhr71dt,MMR,2015
TRUE,registration,denominator,15.962618,mmhr71dt,MMR,2015
FALSE,registration,statistic,0.814890769885329,mmhr71dt,MMR,2015
FALSE,registration,numerator,3868.910955,mmhr71dt,MMR,2015
FALSE,registration,denominator,4747.766324,mmhr71dt,MMR,2015
TRUE,mortality,statistic,,mvhr52dt,MDV,2008
TRUE,mortality,numerator,,mvhr52dt,MDV,2008
TRUE,mortality,denominator,,mvhr52dt,MDV,2008
FALSE,mortality,statistic,0.0287797244269195,mvhr52dt,MDV,2008
FALSE,mortality,numerator,253.859645,mvhr52dt,MDV,2008
FALSE,mortality,denominator,8820.780951,mvhr52dt,MDV,2008
TRUE,stunting,statistic,,mvhr52dt,MDV,2008
TRUE,stunting,numerator,,mvhr52dt,MDV,2008
TRUE,stunting,denominator,,mvhr52dt,MDV,2008
FALSE,stunting,statistic,0.189320339807233,mvhr52dt,MDV,2008
FALSE,stunting,numerator,479.940981,mvhr52dt,MDV,2008
FALSE,stunting,denominator,2535.073524,mvhr52dt,MDV,2008
TRUE,registration,statistic,,mvhr52dt,MDV,2008
TRUE,registration,numerator,,mvhr52dt,MDV,2008
TRUE,registration,denominator,,mvhr52dt,MDV,2008
FALSE,registration,statistic,0.971663231827756,mvhr52dt,MDV,2008
FALSE,registration,numerator,3954.203716,mvhr52dt,MDV,2008
FALSE,registration,denominator,4069.520783,mvhr52dt,MDV,2008
TRUE,mortality,statistic,0,mvhr71dt,MDV,2015
TRUE,mortality,numerator,0,mvhr71dt,MDV,2015
TRUE,mortality,denominator,1.8441995,mvhr71dt,MDV,2015
FALSE,mortality,statistic,0.0203889671367652,mvhr71dt,MDV,2015
FALSE,mortality,numerator,134.947343,mvhr71dt,MDV,2015
FALSE,mortality,denominator,6618.645373,mvhr71dt,MDV,2015
TRUE,stunting,statistic,0,mvhr71dt,MDV,2015
TRUE,stunting,numerator,0,mvhr71dt,MDV,2015
TRUE,stunting,denominator,0.862182,mvhr71dt,MDV,2015
FALSE,stunting,statistic,0.153779722513717,mvhr71dt,MDV,2015
FALSE,stunting,numerator,347.039037,mvhr71dt,MDV,2015
FALSE,stunting,denominator,2256.728204,mvhr71dt,MDV,2015
TRUE,registration,statistic,1,mvhr71dt,MDV,2015
TRUE,registration,numerator,0.862182,mvhr71dt,MDV,2015
TRUE,registration,denominator,0.862182,mvhr71dt,MDV,2015
FALSE,registration,statistic,0.985691203623082,mvhr71dt,MDV,2015
FALSE,registration,numerator,3384.402342,mvhr71dt,MDV,2015
FALSE,registration,denominator,3433.532053,mvhr71dt,MDV,2015
TRUE,mortality,statistic,0.0806748067735011,mwhr22dt,MWI,1990
TRUE,mortality,numerator,4.1489795,mwhr22dt,MWI,1990
TRUE,mortality,denominator,51.4284405,mwhr22dt,MWI,1990
FALSE,mortality,statistic,0.215601152136232,mwhr22dt,MWI,1990
FALSE,mortality,numerator,2266.478006,mwhr22dt,MWI,1990
FALSE,mortality,denominator,10512.3650015,mwhr22dt,MWI,1990
TRUE,stunting,statistic,,mwhr22dt,MWI,1990
TRUE,stunting,numerator,,mwhr22dt,MWI,1990
TRUE,stunting,denominator,,mwhr22dt,MWI,1990
FALSE,stunting,statistic,,mwhr22dt,MWI,1990
FALSE,stunting,numerator,,mwhr22dt,MWI,1990
FALSE,stunting,denominator,,mwhr22dt,MWI,1990
TRUE,registration,statistic,,mwhr22dt,MWI,1990
TRUE,registration,numerator,,mwhr22dt,MWI,1990
TRUE,registration,denominator,,mwhr22dt,MWI,1990
FALSE,registration,statistic,,mwhr22dt,MWI,1990
FALSE,registration,numerator,,mwhr22dt,MWI,1990
FALSE,registration,denominator,,mwhr22dt,MWI,1990
TRUE,mortality,statistic,,mwhr4edt,MWI,2005
TRUE,mortality,numerator,,mwhr4edt,MWI,2005
TRUE,mortality,denominator,,mwhr4edt,MWI,2005
FALSE,mortality,statistic,0.139806079453909,mwhr4edt,MWI,2005
FALSE,mortality,numerator,3208.0122515,mwhr4edt,MWI,2005
FALSE,mortality,denominator,22946.15702,mwhr4edt,MWI,2005
TRUE,stunting,statistic,,mwhr4edt,MWI,2005
TRUE,stunting,numerator,,mwhr4edt,MWI,2005
TRUE,stunting,denominator,,mwhr4edt,MWI,2005
FALSE,stunting,statistic,,mwhr4edt,MWI,2005
FALSE,stunting,numerator,,mwhr4edt,MWI,2005
FALSE,stunting,denominator,,mwhr4edt,MWI,2005
TRUE,registration,statistic,,mwhr4edt,MWI,2005
TRUE,registration,numerator,,mwhr4edt,MWI,2005
TRUE,registration,denominator,,mwhr4edt,MWI,2005
FALSE,registration,statistic,,mwhr4edt,MWI,2005
FALSE,registration,numerator,,mwhr4edt,MWI,2005
FALSE,registration,denominator,,mwhr4edt,MWI,2005
TRUE,mortality,statistic,0.116432012646795,mwhr61dt,MWI,2010
TRUE,mortality,numerator,47.9517265,mwhr61dt,MWI,2010
TRUE,mortality,denominator,411.843147,mwhr61dt,MWI,2010
FALSE,mortality,statistic,0.116985188331843,mwhr61dt,MWI,2010
FALSE,mortality,numerator,5219.461707,mwhr61dt,MWI,2010
FALSE,mortality,denominator,44616.432058,mwhr61dt,MWI,2010
TRUE,stunting,statistic,0.603456645034224,mwhr61dt,MWI,2010
TRUE,stunting,numerator,25.709055,mwhr61dt,MWI,2010
TRUE,stunting,denominator,42.602986,mwhr61dt,MWI,2010
FALSE,stunting,statistic,0.472098416059107,mwhr61dt,MWI,2010
FALSE,stunting,numerator,2298.100258,mwhr61dt,MWI,2010
FALSE,stunting,denominator,4867.841492,mwhr61dt,MWI,2010
TRUE,registration,statistic,,mwhr61dt,MWI,2010
TRUE,registration,numerator,,mwhr61dt,MWI,2010
TRUE,registration,denominator,,mwhr61dt,MWI,2010
FALSE,registration,statistic,,mwhr61dt,MWI,2010
FALSE,registration,numerator,,mwhr61dt,MWI,2010
FALSE,registration,denominator,,mwhr61dt,MWI,2010
TRUE,mortality,statistic,0.0793327083950053,mwhr7hdt,MWI,2015
TRUE,mortality,numerator,39.472277,mwhr7hdt,MWI,2015
TRUE,mortality,denominator,497.5536295,mwhr7hdt,MWI,2015
FALSE,mortality,statistic,0.0716954453786689,mwhr7hdt,MWI,2015
FALSE,mortality,numerator,2973.732912,mwhr7hdt,MWI,2015
FALSE,mortality,denominator,41477.291846,mwhr7hdt,MWI,2015
TRUE,stunting,statistic,0.568375423555839,mwhr7hdt,MWI,2015
TRUE,stunting,numerator,41.1154,mwhr7hdt,MWI,2015
TRUE,stunting,denominator,72.338455,mwhr7hdt,MWI,2015
FALSE,stunting,statistic,0.371559282256448,mwhr7hdt,MWI,2015
FALSE,stunting,numerator,2112.34311,mwhr7hdt,MWI,2015
FALSE,stunting,denominator,5685.076947,mwhr7hdt,MWI,2015
TRUE,registration,statistic,0.717562271168891,mwhr7hdt,MWI,2015
TRUE,registration,numerator,166.489327,mwhr7hdt,MWI,2015
TRUE,registration,denominator,232.020737,mwhr7hdt,MWI,2015
FALSE,registration,statistic,0.67116022676335,mwhr7hdt,MWI,2015
FALSE,registration,numerator,11876.178334,mwhr7hdt,MWI,2015
FALSE,registration,denominator,17694.997201,mwhr7hdt,MWI,2015
TRUE,mortality,statistic,0.145137820222431,mzhr31dt,MOZ,1996
TRUE,mortality,numerator,22.938897,mzhr31dt,MOZ,1996
TRUE,mortality,denominator,158.0490665,mzhr31dt,MOZ,1996
FALSE,mortality,statistic,0.202491673653635,mzhr31dt,MOZ,1996
FALSE,mortality,numerator,3369.8236015,mzhr31dt,MOZ,1996
FALSE,mortality,denominator,16641.788478,mzhr31dt,MOZ,1996
TRUE,stunting,statistic,,mzhr31dt,MOZ,1996
TRUE,stunting,numerator,,mzhr31dt,MOZ,1996
TRUE,stunting,denominator,,mzhr31dt,MOZ,1996
FALSE,stunting,statistic,,mzhr31dt,MOZ,1996
FALSE,stunting,numerator,,mzhr31dt,MOZ,1996
FALSE,stunting,denominator,,mzhr31dt,MOZ,1996
TRUE,registration,statistic,,mzhr31dt,MOZ,1996
TRUE,registration,numerator,,mzhr31dt,MOZ,1996
TRUE,registration,denominator,,mzhr31dt,MOZ,1996
FALSE,registration,statistic,,mzhr31dt,MOZ,1996
FALSE,registration,numerator,,mzhr31dt,MOZ,1996
FALSE,registration,denominator,,mzhr31dt,MOZ,1996
TRUE,mortality,statistic,,mzhr41dt,MOZ,2002
TRUE,mortality,numerator,,mzhr41dt,MOZ,2002
TRUE,mortality,denominator,,mzhr41dt,MOZ,2002
FALSE,mortality,statistic,0.167144570455074,mzhr41dt,MOZ,2002
FALSE,mortality,numerator,4054.7587055,mzhr41dt,MOZ,2002
FALSE,mortality,denominator,24258.9914495,mzhr41dt,MOZ,2002
TRUE,stunting,statistic,,mzhr41dt,MOZ,2002
TRUE,stunting,numerator,,mzhr41dt,MOZ,2002
TRUE,stunting,denominator,,mzhr41dt,MOZ,2002
FALSE,stunting,statistic,,mzhr41dt,MOZ,2002
FALSE,stunting,numerator,,mzhr41dt,MOZ,2002
FALSE,stunting,denominator,,mzhr41dt,MOZ,2002
TRUE,registration,statistic,,mzhr41dt,MOZ,2002
TRUE,registration,numerator,,mzhr41dt,MOZ,2002
TRUE,registration,denominator,,mzhr41dt,MOZ,2002
FALSE,registration,statistic,,mzhr41dt,MOZ,2002
FALSE,registration,numerator,,mzhr41dt,MOZ,2002
FALSE,registration,denominator,,mzhr41dt,MOZ,2002
TRUE,mortality,statistic,0.114404498108303,mzhr62dt,MOZ,2011
TRUE,mortality,numerator,29.5864375,mzhr62dt,MOZ,2011
TRUE,mortality,denominator,258.612537,mzhr62dt,MOZ,2011
FALSE,mortality,statistic,0.102380137216789,mzhr62dt,MOZ,2011
FALSE,mortality,numerator,2586.0691435,mzhr62dt,MOZ,2011
FALSE,mortality,denominator,25259.481124,mzhr62dt,MOZ,2011
TRUE,stunting,statistic,0.602462122794302,mzhr62dt,MOZ,2011
TRUE,stunting,numerator,57.98235,mzhr62dt,MOZ,2011
TRUE,stunting,denominator,96.242316,mzhr62dt,MOZ,2011
FALSE,stunting,statistic,0.427600232612409,mzhr62dt,MOZ,2011
FALSE,stunting,numerator,4413.136492,mzhr62dt,MOZ,2011
FALSE,stunting,denominator,10320.706481,mzhr62dt,MOZ,2011
TRUE,registration,statistic,0.285573878485896,mzhr62dt,MOZ,2011
TRUE,registration,numerator,30.416062,mzhr62dt,MOZ,2011
TRUE,registration,denominator,106.508558,mzhr62dt,MOZ,2011
FALSE,registration,statistic,0.479530160388586,mzhr62dt,MOZ,2011
FALSE,registration,numerator,5170.478912,mzhr62dt,MOZ,2011
FALSE,registration,denominator,10782.385216,mzhr62dt,MOZ,2011
TRUE,mortality,statistic,0.0540351039878466,nchr31dt,NIC,1996
TRUE,mortality,numerator,1.63858,nchr31dt,NIC,1996
TRUE,mortality,denominator,30.324361,nchr31dt,NIC,1996
FALSE,mortality,statistic,0.0543867527273862,nchr31dt,NIC,1996
FALSE,mortality,numerator,1077.21974,nchr31dt,NIC,1996
FALSE,mortality,denominator,19806.6566945,nchr31dt,NIC,1996
TRUE,stunting,statistic,,nchr31dt,NIC,1996
TRUE,stunting,numerator,,nchr31dt,NIC,1996
TRUE,stunting,denominator,,nchr31dt,NIC,1996
FALSE,stunting,statistic,,nchr31dt,NIC,1996
FALSE,stunting,numerator,,nchr31dt,NIC,1996
FALSE,stunting,denominator,,nchr31dt,NIC,1996
TRUE,registration,statistic,,nchr31dt,NIC,1996
TRUE,registration,numerator,,nchr31dt,NIC,1996
TRUE,registration,denominator,,nchr31dt,NIC,1996
FALSE,registration,statistic,,nchr31dt,NIC,1996
FALSE,registration,numerator,,nchr31dt,NIC,1996
FALSE,registration,denominator,,nchr31dt,NIC,1996
TRUE,mortality,statistic,0.102332888356172,nchr41dt,NIC,1999
TRUE,mortality,numerator,3.693372,nchr41dt,NIC,1999
TRUE,mortality,denominator,36.09174,nchr41dt,NIC,1999
FALSE,mortality,statistic,0.0459718302928953,nchr41dt,NIC,1999
FALSE,mortality,numerator,789.3324225,nchr41dt,NIC,1999
FALSE,mortality,denominator,17169.9150865,nchr41dt,NIC,1999
TRUE,stunting,statistic,,nchr41dt,NIC,1999
TRUE,stunting,numerator,,nchr41dt,NIC,1999
