p20,variable,type,value,filename,iso3,survey_year
TRUE,registration,statistic,,cohr61dt,COL,2010
TRUE,registration,numerator,,cohr61dt,COL,2010
TRUE,registration,denominator,,cohr61dt,COL,2010
FALSE,registration,statistic,,cohr61dt,COL,2010
FALSE,registration,numerator,,cohr61dt,COL,2010
FALSE,registration,denominator,,cohr61dt,COL,2010
TRUE,mortality,statistic,0.0897357385353126,cohr72dt,COL,2015
TRUE,mortality,numerator,6.7296575,cohr72dt,COL,2015
TRUE,mortality,denominator,74.994173,cohr72dt,COL,2015
FALSE,mortality,statistic,0.018289358148189,cohr72dt,COL,2015
FALSE,mortality,numerator,514.9818625,cohr72dt,COL,2015
FALSE,mortality,denominator,28157.4595635,cohr72dt,COL,2015
TRUE,stunting,statistic,,cohr72dt,COL,2015
TRUE,stunting,numerator,,cohr72dt,COL,2015
TRUE,stunting,denominator,,cohr72dt,COL,2015
FALSE,stunting,statistic,,cohr72dt,COL,2015
FALSE,stunting,numerator,,cohr72dt,COL,2015
FALSE,stunting,denominator,,cohr72dt,COL,2015
TRUE,registration,statistic,0.875842928587072,cohr72dt,COL,2015
TRUE,registration,numerator,24.367095,cohr72dt,COL,2015
TRUE,registration,denominator,27.821307,cohr72dt,COL,2015
FALSE,registration,statistic,0.968152297013889,cohr72dt,COL,2015
FALSE,registration,numerator,11334.345598,cohr72dt,COL,2015
FALSE,registration,denominator,11707.192797,cohr72dt,COL,2015
TRUE,mortality,statistic,0.125,drhr32dt,DOM,1996
TRUE,mortality,numerator,0.451013,drhr32dt,DOM,1996
TRUE,mortality,denominator,3.608104,drhr32dt,DOM,1996
FALSE,mortality,statistic,0.0593381245209866,drhr32dt,DOM,1996
FALSE,mortality,numerator,608.0743565,drhr32dt,DOM,1996
FALSE,mortality,denominator,10247.616712,drhr32dt,DOM,1996
TRUE,stunting,statistic,,drhr32dt,DOM,1996
TRUE,stunting,numerator,,drhr32dt,DOM,1996
TRUE,stunting,denominator,,drhr32dt,DOM,1996
FALSE,stunting,statistic,,drhr32dt,DOM,1996
FALSE,stunting,numerator,,drhr32dt,DOM,1996
FALSE,stunting,denominator,,drhr32dt,DOM,1996
TRUE,registration,statistic,,drhr32dt,DOM,1996
TRUE,registration,numerator,,drhr32dt,DOM,1996
TRUE,registration,denominator,,drhr32dt,DOM,1996
FALSE,registration,statistic,,drhr32dt,DOM,1996
FALSE,registration,numerator,,drhr32dt,DOM,1996
FALSE,registration,denominator,,drhr32dt,DOM,1996
TRUE,mortality,statistic,,drhr41dt,DOM,1999
TRUE,mortality,numerator,,drhr41dt,DOM,1999
TRUE,mortality,denominator,,drhr41dt,DOM,1999
FALSE,mortality,statistic,0.0473014804179793,drhr41dt,DOM,1999
FALSE,mortality,numerator,69.2330075,drhr41dt,DOM,1999
FALSE,mortality,denominator,1463.654137,drhr41dt,DOM,1999
TRUE,stunting,statistic,,drhr41dt,DOM,1999
TRUE,stunting,numerator,,drhr41dt,DOM,1999
TRUE,stunting,denominator,,drhr41dt,DOM,1999
FALSE,stunting,statistic,,drhr41dt,DOM,1999
FALSE,stunting,numerator,,drhr41dt,DOM,1999
FALSE,stunting,denominator,,drhr41dt,DOM,1999
TRUE,registration,statistic,,drhr41dt,DOM,1999
TRUE,registration,numerator,,drhr41dt,DOM,1999
TRUE,registration,denominator,,drhr41dt,DOM,1999
FALSE,registration,statistic,,drhr41dt,DOM,1999
FALSE,registration,numerator,,drhr41dt,DOM,1999
FALSE,registration,denominator,,drhr41dt,DOM,1999
TRUE,mortality,statistic,0.060537718888201,drhr4adt,DOM,2002
TRUE,mortality,numerator,0.374402,drhr4adt,DOM,2002
TRUE,mortality,denominator,6.184607,drhr4adt,DOM,2002
FALSE,mortality,statistic,0.0425855310945871,drhr4adt,DOM,2002
FALSE,mortality,numerator,1136.804032,drhr4adt,DOM,2002
FALSE,mortality,denominator,26694.607365,drhr4adt,DOM,2002
TRUE,stunting,statistic,,drhr4adt,DOM,2002
TRUE,stunting,numerator,,drhr4adt,DOM,2002
TRUE,stunting,denominator,,drhr4adt,DOM,2002
FALSE,stunting,statistic,,drhr4adt,DOM,2002
FALSE,stunting,numerator,,drhr4adt,DOM,2002
FALSE,stunting,denominator,,drhr4adt,DOM,2002
TRUE,registration,statistic,,drhr4adt,DOM,2002
TRUE,registration,numerator,,drhr4adt,DOM,2002
TRUE,registration,denominator,,drhr4adt,DOM,2002
FALSE,registration,statistic,,drhr4adt,DOM,2002
FALSE,registration,numerator,,drhr4adt,DOM,2002
FALSE,registration,denominator,,drhr4adt,DOM,2002
TRUE,mortality,statistic,0.025278790711581,drhr52dt,DOM,2005
TRUE,mortality,numerator,0.701316,drhr52dt,DOM,2005
TRUE,mortality,denominator,27.7432575,drhr52dt,DOM,2005
FALSE,mortality,statistic,0.0372120807844071,drhr52dt,DOM,2005
FALSE,mortality,numerator,1045.4388585,drhr52dt,DOM,2005
FALSE,mortality,denominator,28094.0715075,drhr52dt,DOM,2005
TRUE,stunting,statistic,0.536034586281616,drhr52dt,DOM,2005
TRUE,stunting,numerator,7.150004,drhr52dt,DOM,2005
TRUE,stunting,denominator,13.338699,drhr52dt,DOM,2005
FALSE,stunting,statistic,0.0986115158004214,drhr52dt,DOM,2005
FALSE,stunting,numerator,1051.934041,drhr52dt,DOM,2005
FALSE,stunting,denominator,10667.456356,drhr52dt,DOM,2005
TRUE,registration,statistic,0.760737047712408,drhr52dt,DOM,2005
TRUE,registration,numerator,49.13812,drhr52dt,DOM,2005
TRUE,registration,denominator,64.592779,drhr52dt,DOM,2005
FALSE,registration,statistic,0.941883621898907,drhr52dt,DOM,2005
FALSE,registration,numerator,115330.707804,drhr52dt,DOM,2005
FALSE,registration,denominator,122446.876793,drhr52dt,DOM,2005
TRUE,mortality,statistic,,drhr5adt,DOM,2005
TRUE,mortality,numerator,,drhr5adt,DOM,2005
TRUE,mortality,denominator,,drhr5adt,DOM,2005
FALSE,mortality,statistic,0.0535378799313341,drhr5adt,DOM,2005
FALSE,mortality,numerator,132.83069,drhr5adt,DOM,2005
FALSE,mortality,denominator,2481.0599555,drhr5adt,DOM,2005
TRUE,stunting,statistic,,drhr5adt,DOM,2005
TRUE,stunting,numerator,,drhr5adt,DOM,2005
TRUE,stunting,denominator,,drhr5adt,DOM,2005
FALSE,stunting,statistic,0.180024362285118,drhr5adt,DOM,2005
FALSE,stunting,numerator,178.158779,drhr5adt,DOM,2005
FALSE,stunting,denominator,989.637051,drhr5adt,DOM,2005
TRUE,registration,statistic,,drhr5adt,DOM,2005
TRUE,registration,numerator,,drhr5adt,DOM,2005
TRUE,registration,denominator,,drhr5adt,DOM,2005
FALSE,registration,statistic,0.773984014491115,drhr5adt,DOM,2005
FALSE,registration,numerator,6440.430727,drhr5adt,DOM,2005
FALSE,registration,denominator,8321.141789,drhr5adt,DOM,2005
TRUE,mortality,statistic,0.199253559879078,drhr61dt,DOM,2013
TRUE,mortality,numerator,2.468967,drhr61dt,DOM,2013
TRUE,mortality,denominator,12.391081,drhr61dt,DOM,2013
FALSE,mortality,statistic,0.0341529828746556,drhr61dt,DOM,2013
FALSE,mortality,numerator,300.582149,drhr61dt,DOM,2013
FALSE,mortality,denominator,8801.051144,drhr61dt,DOM,2013
TRUE,stunting,statistic,0.0427581085653484,drhr61dt,DOM,2013
TRUE,stunting,numerator,0.146715,drhr61dt,DOM,2013
TRUE,stunting,denominator,3.431279,drhr61dt,DOM,2013
FALSE,stunting,statistic,0.0693012280579799,drhr61dt,DOM,2013
FALSE,stunting,numerator,256.669297,drhr61dt,DOM,2013
FALSE,stunting,denominator,3703.676027,drhr61dt,DOM,2013
TRUE,registration,statistic,0.429175141265674,drhr61dt,DOM,2013
TRUE,registration,numerator,9.384905,drhr61dt,DOM,2013
TRUE,registration,denominator,21.867308,drhr61dt,DOM,2013
FALSE,registration,statistic,0.956393069980521,drhr61dt,DOM,2013
FALSE,registration,numerator,39152.982649,drhr61dt,DOM,2013
FALSE,registration,denominator,40938.170589,drhr61dt,DOM,2013
TRUE,mortality,statistic,,drhr6adt,DOM,2013
TRUE,mortality,numerator,,drhr6adt,DOM,2013
TRUE,mortality,denominator,,drhr6adt,DOM,2013
FALSE,mortality,statistic,0.0531682393631542,drhr6adt,DOM,2013
FALSE,mortality,numerator,119.9909075,drhr6adt,DOM,2013
FALSE,mortality,denominator,2256.815515,drhr6adt,DOM,2013
TRUE,stunting,statistic,,drhr6adt,DOM,2013
TRUE,stunting,numerator,,drhr6adt,DOM,2013
TRUE,stunting,denominator,,drhr6adt,DOM,2013
FALSE,stunting,statistic,0.0986344579870813,drhr6adt,DOM,2013
FALSE,stunting,numerator,100.097792,drhr6adt,DOM,2013
FALSE,stunting,denominator,1014.835931,drhr6adt,DOM,2013
TRUE,registration,statistic,0.75,drhr6adt,DOM,2013
TRUE,registration,numerator,1.990287,drhr6adt,DOM,2013
TRUE,registration,denominator,2.653716,drhr6adt,DOM,2013
FALSE,registration,statistic,0.810579076985081,drhr6adt,DOM,2013
FALSE,registration,numerator,7067.427308,drhr6adt,DOM,2013
FALSE,registration,denominator,8718.98561,drhr6adt,DOM,2013
TRUE,mortality,statistic,0.0952380952380952,eghr4adt,EGY,2002
TRUE,mortality,numerator,0.248899,eghr4adt,EGY,2002
TRUE,mortality,denominator,2.6134395,eghr4adt,EGY,2002
FALSE,mortality,statistic,0.0550319420633381,eghr4adt,EGY,2002
FALSE,mortality,numerator,838.2653875,eghr4adt,EGY,2002
FALSE,mortality,denominator,15232.3424555,eghr4adt,EGY,2002
TRUE,stunting,statistic,,eghr4adt,EGY,2002
TRUE,stunting,numerator,,eghr4adt,EGY,2002
TRUE,stunting,denominator,,eghr4adt,EGY,2002
FALSE,stunting,statistic,,eghr4adt,EGY,2002
FALSE,stunting,numerator,,eghr4adt,EGY,2002
FALSE,stunting,denominator,,eghr4adt,EGY,2002
TRUE,registration,statistic,,eghr4adt,EGY,2002
TRUE,registration,numerator,,eghr4adt,EGY,2002
TRUE,registration,denominator,,eghr4adt,EGY,2002
FALSE,registration,statistic,,eghr4adt,EGY,2002
FALSE,registration,numerator,,eghr4adt,EGY,2002
FALSE,registration,denominator,,eghr4adt,EGY,2002
TRUE,mortality,statistic,0.0585242401110419,eghr51dt,EGY,2005
TRUE,mortality,numerator,0.885734,eghr51dt,EGY,2005
TRUE,mortality,denominator,15.134481,eghr51dt,EGY,2005
FALSE,mortality,statistic,0.0509965895257145,eghr51dt,EGY,2005
FALSE,mortality,numerator,1640.082662,eghr51dt,EGY,2005
FALSE,mortality,denominator,32160.634216,eghr51dt,EGY,2005
TRUE,stunting,statistic,,eghr51dt,EGY,2005
TRUE,stunting,numerator,,eghr51dt,EGY,2005
TRUE,stunting,denominator,,eghr51dt,EGY,2005
FALSE,stunting,statistic,,eghr51dt,EGY,2005
FALSE,stunting,numerator,,eghr51dt,EGY,2005
FALSE,stunting,denominator,,eghr51dt,EGY,2005
TRUE,registration,statistic,,eghr51dt,EGY,2005
TRUE,registration,numerator,,eghr51dt,EGY,2005
TRUE,registration,denominator,,eghr51dt,EGY,2005
FALSE,registration,statistic,,eghr51dt,EGY,2005
FALSE,registration,numerator,,eghr51dt,EGY,2005
FALSE,registration,denominator,,eghr51dt,EGY,2005
TRUE,mortality,statistic,0.145820069459111,eghr5adt,EGY,2008
TRUE,mortality,numerator,0.999403,eghr5adt,EGY,2008
TRUE,mortality,denominator,6.8536725,eghr5adt,EGY,2008
FALSE,mortality,statistic,0.0344312084414896,eghr5adt,EGY,2008
FALSE,mortality,numerator,885.922439,eghr5adt,EGY,2008
FALSE,mortality,denominator,25730.2162515,eghr5adt,EGY,2008
TRUE,stunting,statistic,0.181105574303316,eghr5adt,EGY,2008
TRUE,stunting,numerator,0.655278,eghr5adt,EGY,2008
TRUE,stunting,denominator,3.61821,eghr5adt,EGY,2008
FALSE,stunting,statistic,0.290680925333086,eghr5adt,EGY,2008
FALSE,stunting,numerator,2658.655586,eghr5adt,EGY,2008
FALSE,stunting,denominator,9146.302197,eghr5adt,EGY,2008
TRUE,registration,statistic,,eghr5adt,EGY,2008
TRUE,registration,numerator,,eghr5adt,EGY,2008
TRUE,registration,denominator,,eghr5adt,EGY,2008
FALSE,registration,statistic,,eghr5adt,EGY,2008
FALSE,registration,numerator,,eghr5adt,EGY,2008
FALSE,registration,denominator,,eghr5adt,EGY,2008
TRUE,mortality,statistic,0.145254085122161,eghr61dt,EGY,2013
TRUE,mortality,numerator,5.4491765,eghr61dt,EGY,2013
TRUE,mortality,denominator,37.51479,eghr61dt,EGY,2013
FALSE,mortality,statistic,0.0301523216223553,eghr61dt,EGY,2013
FALSE,mortality,numerator,1058.7981425,eghr61dt,EGY,2013
FALSE,mortality,denominator,35114.979064,eghr61dt,EGY,2013
TRUE,stunting,statistic,0.464987893329827,eghr61dt,EGY,2013
TRUE,stunting,numerator,4.413799,eghr61dt,EGY,2013
TRUE,stunting,denominator,9.492288,eghr61dt,EGY,2013
FALSE,stunting,statistic,0.215858886050734,eghr61dt,EGY,2013
FALSE,stunting,numerator,2958.272776,eghr61dt,EGY,2013
FALSE,stunting,denominator,13704.660624,eghr61dt,EGY,2013
TRUE,registration,statistic,1,eghr61dt,EGY,2013
TRUE,registration,numerator,9.492288,eghr61dt,EGY,2013
TRUE,registration,denominator,9.492288,eghr61dt,EGY,2013
FALSE,registration,statistic,0.99402266499425,eghr61dt,EGY,2013
FALSE,registration,numerator,15358.121325,eghr61dt,EGY,2013
FALSE,registration,denominator,15450.473984,eghr61dt,EGY,2013
TRUE,mortality,statistic,0.0909955046063322,ethr41dt,ETH,1999
TRUE,mortality,numerator,12.5134885,ethr41dt,ETH,1999
TRUE,mortality,denominator,137.517656,ethr41dt,ETH,1999
FALSE,mortality,statistic,0.173890594064493,ethr41dt,ETH,1999
FALSE,mortality,numerator,4912.675136,ethr41dt,ETH,1999
FALSE,mortality,denominator,28251.528856,ethr41dt,ETH,1999
TRUE,stunting,statistic,,ethr41dt,ETH,1999
TRUE,stunting,numerator,,ethr41dt,ETH,1999
TRUE,stunting,denominator,,ethr41dt,ETH,1999
FALSE,stunting,statistic,,ethr41dt,ETH,1999
FALSE,stunting,numerator,,ethr41dt,ETH,1999
FALSE,stunting,denominator,,ethr41dt,ETH,1999
TRUE,registration,statistic,,ethr41dt,ETH,1999
TRUE,registration,numerator,,ethr41dt,ETH,1999
TRUE,registration,denominator,,ethr41dt,ETH,1999
FALSE,registration,statistic,,ethr41dt,ETH,1999
FALSE,registration,numerator,,ethr41dt,ETH,1999
FALSE,registration,denominator,,ethr41dt,ETH,1999
TRUE,mortality,statistic,0.124450784791519,ethr51dt,ETH,2005
TRUE,mortality,numerator,8.550387,ethr51dt,ETH,2005
TRUE,mortality,denominator,68.7049665,ethr51dt,ETH,2005
FALSE,mortality,statistic,0.1245607694383,ethr51dt,ETH,2005
FALSE,mortality,numerator,3383.2058425,ethr51dt,ETH,2005
FALSE,mortality,denominator,27161.0865745,ethr51dt,ETH,2005
TRUE,stunting,statistic,,ethr51dt,ETH,2005
TRUE,stunting,numerator,,ethr51dt,ETH,2005
TRUE,stunting,denominator,,ethr51dt,ETH,2005
FALSE,stunting,statistic,,ethr51dt,ETH,2005
FALSE,stunting,numerator,,ethr51dt,ETH,2005
FALSE,stunting,denominator,,ethr51dt,ETH,2005
TRUE,registration,statistic,,ethr51dt,ETH,2005
TRUE,registration,numerator,,ethr51dt,ETH,2005
TRUE,registration,denominator,,ethr51dt,ETH,2005
FALSE,registration,statistic,,ethr51dt,ETH,2005
FALSE,registration,numerator,,ethr51dt,ETH,2005
FALSE,registration,denominator,,ethr51dt,ETH,2005
TRUE,mortality,statistic,0.11973890846813,ethr61dt,ETH,2011
TRUE,mortality,numerator,18.903319,ethr61dt,ETH,2011
TRUE,mortality,denominator,157.8711485,ethr61dt,ETH,2011
FALSE,mortality,statistic,0.106344538864849,ethr61dt,ETH,2011
FALSE,mortality,numerator,3062.324515,ethr61dt,ETH,2011
FALSE,mortality,denominator,28796.2555265,ethr61dt,ETH,2011
TRUE,stunting,statistic,0.359101854527734,ethr61dt,ETH,2011
TRUE,stunting,numerator,16.07908,ethr61dt,ETH,2011
TRUE,stunting,denominator,44.77582,ethr61dt,ETH,2011
FALSE,stunting,statistic,0.445938849485166,ethr61dt,ETH,2011
FALSE,stunting,numerator,4912.967389,ethr61dt,ETH,2011
FALSE,stunting,denominator,11017.132494,ethr61dt,ETH,2011
TRUE,registration,statistic,,ethr61dt,ETH,2011
TRUE,registration,numerator,,ethr61dt,ETH,2011
TRUE,registration,denominator,,ethr61dt,ETH,2011
FALSE,registration,statistic,,ethr61dt,ETH,2011
FALSE,registration,numerator,,ethr61dt,ETH,2011
FALSE,registration,denominator,,ethr61dt,ETH,2011
TRUE,mortality,statistic,0.093342124625396,ethr70dt,ETH,2015
TRUE,mortality,numerator,15.7966025,ethr70dt,ETH,2015
TRUE,mortality,denominator,169.233372,ethr70dt,ETH,2015
FALSE,mortality,statistic,0.0797154573895615,ethr70dt,ETH,2015
FALSE,mortality,numerator,2188.9522525,ethr70dt,ETH,2015
FALSE,mortality,denominator,27459.570881,ethr70dt,ETH,2015
TRUE,stunting,statistic,0.46899705814237,ethr70dt,ETH,2015
TRUE,stunting,numerator,23.644845,ethr70dt,ETH,2015
TRUE,stunting,denominator,50.415764,ethr70dt,ETH,2015
FALSE,stunting,statistic,0.386012452213958,ethr70dt,ETH,2015
FALSE,stunting,numerator,4023.394643,ethr70dt,ETH,2015
FALSE,stunting,denominator,10422.965943,ethr70dt,ETH,2015
TRUE,registration,statistic,0.000431014614594506,ethr70dt,ETH,2015
TRUE,registration,numerator,0.026313,ethr70dt,ETH,2015
TRUE,registration,denominator,61.048974,ethr70dt,ETH,2015
FALSE,registration,statistic,0.0271183389187707,ethr70dt,ETH,2015
FALSE,registration,numerator,304.495882,ethr70dt,ETH,2015
FALSE,registration,denominator,11228.411995,ethr70dt,ETH,2015
TRUE,mortality,statistic,0,gahr41dt,GAB,1999
TRUE,mortality,numerator,0,gahr41dt,GAB,1999
TRUE,mortality,denominator,2.7103,gahr41dt,GAB,1999
FALSE,mortality,statistic,0.0829588344221175,gahr41dt,GAB,1999
FALSE,mortality,numerator,777.320179,gahr41dt,GAB,1999
FALSE,mortality,denominator,9369.9505835,gahr41dt,GAB,1999
TRUE,stunting,statistic,,gahr41dt,GAB,1999
TRUE,stunting,numerator,,gahr41dt,GAB,1999
TRUE,stunting,denominator,,gahr41dt,GAB,1999
FALSE,stunting,statistic,,gahr41dt,GAB,1999
FALSE,stunting,numerator,,gahr41dt,GAB,1999
FALSE,stunting,denominator,,gahr41dt,GAB,1999
TRUE,registration,statistic,,gahr41dt,GAB,1999
TRUE,registration,numerator,,gahr41dt,GAB,1999
TRUE,registration,denominator,,gahr41dt,GAB,1999
FALSE,registration,statistic,,gahr41dt,GAB,1999
FALSE,registration,numerator,,gahr41dt,GAB,1999
FALSE,registration,denominator,,gahr41dt,GAB,1999
TRUE,mortality,statistic,0.159348804808706,gahr60dt,GAB,2012
TRUE,mortality,numerator,0.751666,gahr60dt,GAB,2012
TRUE,mortality,denominator,4.717111,gahr60dt,GAB,2012
FALSE,mortality,statistic,0.0568336508422684,gahr60dt,GAB,2012
FALSE,mortality,numerator,631.7142815,gahr60dt,GAB,2012
FALSE,mortality,denominator,11115.1452025,gahr60dt,GAB,2012
TRUE,stunting,statistic,0.232654083997816,gahr60dt,GAB,2012
TRUE,stunting,numerator,0.337961,gahr60dt,GAB,2012
TRUE,stunting,denominator,1.452633,gahr60dt,GAB,2012
FALSE,stunting,statistic,0.167772857996916,gahr60dt,GAB,2012
FALSE,stunting,numerator,653.168677,gahr60dt,GAB,2012
FALSE,stunting,denominator,3893.1725,gahr60dt,GAB,2012
TRUE,registration,statistic,0.876993535227949,gahr60dt,GAB,2012
TRUE,registration,numerator,2.409545,gahr60dt,GAB,2012
TRUE,registration,denominator,2.747506,gahr60dt,GAB,2012
FALSE,registration,statistic,0.892771962516873,gahr60dt,GAB,2012
FALSE,registration,numerator,5488.124373,gahr60dt,GAB,2012
FALSE,registration,denominator,6147.285761,gahr60dt,GAB,2012
TRUE,mortality,statistic,,ghhr31dt,GHA,1993
TRUE,mortality,numerator,,ghhr31dt,GHA,1993
TRUE,mortality,denominator,,ghhr31dt,GHA,1993
FALSE,mortality,statistic,0.121132516053707,ghhr31dt,GHA,1993
FALSE,mortality,numerator,1037.5,ghhr31dt,GHA,1993
FALSE,mortality,denominator,8565,ghhr31dt,GHA,1993
TRUE,stunting,statistic,,ghhr31dt,GHA,1993
TRUE,stunting,numerator,,ghhr31dt,GHA,1993
TRUE,stunting,denominator,,ghhr31dt,GHA,1993
FALSE,stunting,statistic,,ghhr31dt,GHA,1993
FALSE,stunting,numerator,,ghhr31dt,GHA,1993
FALSE,stunting,denominator,,ghhr31dt,GHA,1993
TRUE,registration,statistic,,ghhr31dt,GHA,1993
TRUE,registration,numerator,,ghhr31dt,GHA,1993
TRUE,registration,denominator,,ghhr31dt,GHA,1993
FALSE,registration,statistic,,ghhr31dt,GHA,1993
FALSE,registration,numerator,,ghhr31dt,GHA,1993
FALSE,registration,denominator,,ghhr31dt,GHA,1993
TRUE,mortality,statistic,,ghhr41dt,GHA,1999
TRUE,mortality,numerator,,ghhr41dt,GHA,1999
TRUE,mortality,denominator,,ghhr41dt,GHA,1999
FALSE,mortality,statistic,0.10174651379863,ghhr41dt,GHA,1999
FALSE,mortality,numerator,774.7081095,ghhr41dt,GHA,1999
FALSE,mortality,denominator,7614.0997915,ghhr41dt,GHA,1999
TRUE,stunting,statistic,,ghhr41dt,GHA,1999
TRUE,stunting,numerator,,ghhr41dt,GHA,1999
TRUE,stunting,denominator,,ghhr41dt,GHA,1999
FALSE,stunting,statistic,,ghhr41dt,GHA,1999
FALSE,stunting,numerator,,ghhr41dt,GHA,1999
FALSE,stunting,denominator,,ghhr41dt,GHA,1999
TRUE,registration,statistic,,ghhr41dt,GHA,1999
TRUE,registration,numerator,,ghhr41dt,GHA,1999
TRUE,registration,denominator,,ghhr41dt,GHA,1999
FALSE,registration,statistic,,ghhr41dt,GHA,1999
FALSE,registration,numerator,,ghhr41dt,GHA,1999
FALSE,registration,denominator,,ghhr41dt,GHA,1999
TRUE,mortality,statistic,0.0637325766150771,ghhr4bdt,GHA,2002
TRUE,mortality,numerator,0.6984165,ghhr4bdt,GHA,2002
TRUE,mortality,denominator,10.958548,ghhr4bdt,GHA,2002
FALSE,mortality,statistic,0.0989850314422124,ghhr4bdt,GHA,2002
FALSE,mortality,numerator,842.8036045,ghhr4bdt,GHA,2002
FALSE,mortality,denominator,8514.455087,ghhr4bdt,GHA,2002
TRUE,stunting,statistic,,ghhr4bdt,GHA,2002
TRUE,stunting,numerator,,ghhr4bdt,GHA,2002
TRUE,stunting,denominator,,ghhr4bdt,GHA,2002
FALSE,stunting,statistic,,ghhr4bdt,GHA,2002
FALSE,stunting,numerator,,ghhr4bdt,GHA,2002
FALSE,stunting,denominator,,ghhr4bdt,GHA,2002
TRUE,registration,statistic,,ghhr4bdt,GHA,2002
TRUE,registration,numerator,,ghhr4bdt,GHA,2002
TRUE,registration,denominator,,ghhr4bdt,GHA,2002
FALSE,registration,statistic,,ghhr4bdt,GHA,2002
FALSE,registration,numerator,,ghhr4bdt,GHA,2002
FALSE,registration,denominator,,ghhr4bdt,GHA,2002
TRUE,mortality,statistic,0,ghhr5adt,GHA,2008
TRUE,mortality,numerator,0,ghhr5adt,GHA,2008
TRUE,mortality,denominator,8.2599525,ghhr5adt,GHA,2008
FALSE,mortality,statistic,0.0780650322455766,ghhr5adt,GHA,2008
FALSE,mortality,numerator,526.4262295,ghhr5adt,GHA,2008
FALSE,mortality,denominator,6743.43191,ghhr5adt,GHA,2008
TRUE,stunting,statistic,0,ghhr5adt,GHA,2008
TRUE,stunting,numerator,0,ghhr5adt,GHA,2008
TRUE,stunting,denominator,1.827793,ghhr5adt,GHA,2008
FALSE,stunting,statistic,0.279681181296642,ghhr5adt,GHA,2008
FALSE,stunting,numerator,710.443303,ghhr5adt,GHA,2008
FALSE,stunting,denominator,2540.189868,ghhr5adt,GHA,2008
TRUE,registration,statistic,0.155474042693561,ghhr5adt,GHA,2008
TRUE,registration,numerator,3.255899,ghhr5adt,GHA,2008
TRUE,registration,denominator,20.941753,ghhr5adt,GHA,2008
FALSE,registration,statistic,0.715409563886998,ghhr5adt,GHA,2008
FALSE,registration,numerator,4187.646655,ghhr5adt,GHA,2008
FALSE,registration,denominator,5853.495489,ghhr5adt,GHA,2008
TRUE,mortality,statistic,0.0613720389390154,ghhr72dt,GHA,2013
TRUE,mortality,numerator,1.5688565,ghhr72dt,GHA,2013
TRUE,mortality,denominator,25.56305,ghhr72dt,GHA,2013
FALSE,mortality,statistic,0.0659661559117931,ghhr72dt,GHA,2013
FALSE,mortality,numerator,867.5502935,ghhr72dt,GHA,2013
FALSE,mortality,denominator,13151.445336,ghhr72dt,GHA,2013
TRUE,stunting,statistic,0,ghhr72dt,GHA,2013
TRUE,stunting,numerator,0,ghhr72dt,GHA,2013
TRUE,stunting,denominator,3.341858,ghhr72dt,GHA,2013
FALSE,stunting,statistic,0.18909921234401,ghhr72dt,GHA,2013
FALSE,stunting,numerator,555.977346,ghhr72dt,GHA,2013
FALSE,stunting,denominator,2940.135705,ghhr72dt,GHA,2013
TRUE,registration,statistic,0.780464094792894,ghhr72dt,GHA,2013
TRUE,registration,numerator,11.349128,ghhr72dt,GHA,2013
TRUE,registration,denominator,14.541512,ghhr72dt,GHA,2013
FALSE,registration,statistic,0.706397355768989,ghhr72dt,GHA,2013
FALSE,registration,numerator,4194.124655,ghhr72dt,GHA,2013
FALSE,registration,denominator,5937.344783,ghhr72dt,GHA,2013
TRUE,mortality,statistic,0.0502519376586332,gmhr60dt,GMB,2013
TRUE,mortality,numerator,1.864888,gmhr60dt,GMB,2013
TRUE,mortality,denominator,37.110768,gmhr60dt,GMB,2013
FALSE,mortality,statistic,0.0584458198599286,gmhr60dt,GMB,2013
FALSE,mortality,numerator,991.468833,gmhr60dt,GMB,2013
FALSE,mortality,denominator,16963.896398,gmhr60dt,GMB,2013
TRUE,stunting,statistic,0.134823505651756,gmhr60dt,GMB,2013
TRUE,stunting,numerator,1.42327,gmhr60dt,GMB,2013
TRUE,stunting,denominator,10.556542,gmhr60dt,GMB,2013
FALSE,stunting,statistic,0.24671775842637,gmhr60dt,GMB,2013
FALSE,stunting,numerator,836.303864,gmhr60dt,GMB,2013
FALSE,stunting,denominator,3389.718962,gmhr60dt,GMB,2013
TRUE,registration,statistic,0.459804191870407,gmhr60dt,GMB,2013
TRUE,registration,numerator,17.786263,gmhr60dt,GMB,2013
TRUE,registration,denominator,38.682255,gmhr60dt,GMB,2013
FALSE,registration,statistic,0.738142064591315,gmhr60dt,GMB,2013
FALSE,registration,numerator,10271.216765,gmhr60dt,GMB,2013
FALSE,registration,denominator,13914.959271,gmhr60dt,GMB,2013
TRUE,mortality,statistic,0.258212931193151,gnhr41dt,GIN,1999
TRUE,mortality,numerator,20.761627,gnhr41dt,GIN,1999
TRUE,mortality,denominator,80.405063,gnhr41dt,GIN,1999
FALSE,mortality,statistic,0.181400016006716,gnhr41dt,GIN,1999
FALSE,mortality,numerator,2604.1138445,gnhr41dt,GIN,1999
FALSE,mortality,denominator,14355.6428595,gnhr41dt,GIN,1999
TRUE,stunting,statistic,,gnhr41dt,GIN,1999
TRUE,stunting,numerator,,gnhr41dt,GIN,1999
TRUE,stunting,denominator,,gnhr41dt,GIN,1999
FALSE,stunting,statistic,,gnhr41dt,GIN,1999
FALSE,stunting,numerator,,gnhr41dt,GIN,1999
FALSE,stunting,denominator,,gnhr41dt,GIN,1999
